,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
925,0,12,4,3,697,1,4,4,0,0,2,3,46,1,0,2,0,1,0,0,1
926,0,18,0,2,1049,1,4,4,1,0,4,1,21,0,2,1,0,1,1,0,0
927,0,48,1,4,10297,1,2,4,0,0,4,2,39,2,1,3,0,2,0,0,1
928,2,30,1,0,1867,0,0,4,0,0,4,3,58,0,0,1,0,1,0,0,0
929,0,12,2,3,1344,1,1,4,0,0,2,0,43,0,0,2,1,2,1,0,0
930,0,24,1,2,1747,1,4,4,0,2,1,1,24,0,0,1,1,1,1,1,0
931,1,9,1,0,1670,1,4,4,1,0,2,3,22,0,0,1,0,1,0,0,1
932,2,9,0,3,1224,1,1,3,0,0,1,0,30,0,0,2,0,1,1,0,0
933,2,12,0,0,522,2,0,4,0,0,4,1,42,0,0,2,0,2,0,0,0
934,0,12,1,0,1498,1,1,4,1,0,1,3,23,1,0,1,0,1,1,0,0
935,1,30,2,0,1919,4,4,4,0,0,3,2,30,2,0,2,2,1,1,0,1
936,3,9,1,0,745,1,1,3,1,0,2,0,28,0,0,1,1,1,1,0,1
937,1,6,1,0,2063,1,4,4,3,0,3,3,30,0,2,1,2,1,0,0,0
938,1,60,1,1,6288,1,1,4,0,0,4,2,42,0,1,1,0,1,1,0,1
939,2,24,0,4,6842,0,1,2,0,0,4,1,46,0,0,2,2,2,0,0,0
940,2,12,1,3,3527,0,4,2,0,0,3,1,45,0,0,1,2,2,0,0,0
941,2,10,1,3,1546,1,1,3,0,0,2,0,31,0,0,1,1,2,1,1,0
942,2,24,1,2,929,0,2,4,0,0,2,3,31,2,0,1,0,1,0,0,0
943,2,4,0,3,1455,1,2,2,0,0,1,0,42,0,0,3,1,2,1,0,0
944,0,15,1,2,1845,1,4,4,1,1,1,1,46,0,2,1,0,1,1,0,0
945,1,48,3,3,8358,2,4,1,1,0,1,3,30,0,0,2,0,1,1,0,0
946,0,24,4,2,3349,2,4,4,0,0,4,2,30,0,1,1,0,2,0,0,1
947,2,12,1,3,2859,0,3,4,0,0,4,2,38,0,0,1,2,1,0,0,0
948,2,18,1,2,1533,1,4,4,3,2,1,1,43,0,0,1,1,2,1,0,1
949,2,24,1,0,3621,4,0,2,0,0,4,3,31,0,0,2,0,1,1,0,1
950,1,18,0,5,3590,1,3,3,3,0,3,3,40,0,0,3,3,2,0,0,0
951,0,36,2,5,2145,1,2,2,0,0,1,3,24,0,0,2,0,1,0,0,1
952,1,24,1,4,4113,2,4,3,1,0,4,3,28,0,2,1,0,1,1,0,1
953,2,36,1,2,10974,1,3,4,1,0,2,3,26,0,0,2,2,1,0,0,1
954,0,12,1,3,1893,1,1,4,1,1,4,1,29,0,0,1,0,1,0,0,0
955,0,24,0,0,1231,3,0,4,1,0,4,1,57,0,2,2,2,1,0,0,0
956,3,30,0,0,3656,0,0,4,0,0,4,1,49,2,0,2,1,1,1,0,0
957,1,9,0,0,1154,1,0,2,0,0,4,0,37,0,0,3,1,1,1,0,0
958,0,28,1,3,4006,1,1,3,0,0,2,3,45,0,0,1,1,1,1,0,1
959,1,24,1,2,3069,4,0,4,0,0,4,2,30,0,1,1,0,1,1,0,0
960,2,6,0,0,1740,1,0,2,3,0,2,0,30,0,2,2,0,1,1,0,0
961,1,21,2,3,2353,1,1,1,2,0,4,1,47,0,0,2,0,1,1,0,0
962,2,15,1,3,3556,0,1,3,0,0,2,2,29,0,0,1,0,1,1,0,0
963,2,24,1,0,2397,2,0,3,0,0,2,3,35,1,0,2,0,1,0,0,1
964,1,6,1,7,454,1,4,3,3,0,1,1,22,0,0,1,1,1,1,0,0
965,1,30,1,0,1715,0,1,4,1,0,1,3,26,0,0,1,0,1,1,0,0
966,1,27,0,0,2520,2,1,4,0,0,2,1,23,0,0,2,1,1,1,0,1
967,2,15,1,0,3568,1,0,4,1,0,2,3,54,1,2,1,2,1,0,0,0
968,2,42,1,0,7166,0,2,2,3,0,4,1,29,0,2,1,0,1,0,0,0
969,0,11,0,3,3939,1,1,1,0,0,2,0,40,0,0,2,1,2,1,0,0
970,1,15,1,7,1514,4,1,4,0,1,2,0,22,0,0,1,0,1,1,0,0
971,2,24,1,3,7393,1,1,1,0,0,4,1,43,0,0,1,1,2,1,0,0
972,0,24,4,3,1193,1,3,1,1,2,4,2,29,0,2,2,3,1,1,0,1
973,0,60,1,5,7297,1,0,4,0,2,4,2,36,0,2,1,0,1,1,0,1
974,2,30,0,0,2831,1,1,4,1,0,2,3,33,0,0,1,0,1,0,0,0
975,3,24,1,0,1258,2,1,3,1,0,3,3,57,0,0,1,1,1,1,0,0
976,1,6,1,0,753,1,1,2,1,1,3,0,64,0,0,1,0,1,1,0,0
977,1,18,2,5,2427,0,0,4,0,0,2,1,42,0,0,2,0,1,1,0,0
978,2,24,2,3,2538,1,0,4,0,0,4,3,47,0,0,2,1,2,1,0,1
979,1,15,4,3,1264,4,1,2,3,0,2,1,25,0,2,1,0,1,1,0,1
980,1,30,0,2,8386,1,2,2,0,0,2,1,49,0,0,1,0,1,1,0,1
981,2,48,1,5,4844,1,3,3,0,0,2,3,33,1,2,1,2,1,0,0,1
982,3,21,1,3,2923,4,1,1,1,0,1,3,28,1,0,1,2,1,0,0,0
983,0,36,1,4,8229,1,1,2,0,0,2,1,26,0,0,1,0,2,1,0,1
984,2,24,0,2,2028,1,2,2,0,0,2,1,30,0,0,2,1,1,1,0,0
985,0,15,0,2,1433,1,1,4,1,0,3,1,25,0,2,2,0,1,1,0,0
986,3,42,3,5,6289,1,4,2,2,0,1,1,33,0,0,2,0,1,1,0,0
987,2,13,1,0,1409,4,3,2,1,0,4,0,64,0,0,1,0,1,1,0,0
988,0,24,1,4,6579,1,3,4,0,0,2,2,29,0,1,1,2,1,0,0,0
989,1,24,0,0,1743,1,0,4,0,0,2,1,48,0,0,2,1,1,1,0,0
990,2,12,0,1,3565,0,4,2,0,0,1,1,37,0,0,2,1,2,1,0,0
991,2,15,4,0,1569,4,0,4,0,0,4,3,34,1,0,1,1,2,1,0,0
992,0,18,1,0,1936,0,2,2,3,0,4,3,23,0,2,2,1,1,1,0,0
993,0,36,1,2,3959,1,3,4,0,0,3,1,30,0,0,1,2,1,0,0,0
994,2,12,1,3,2390,0,0,4,0,0,3,3,50,0,0,1,0,1,0,0,0
995,2,12,1,2,1736,1,2,3,1,0,4,0,31,0,0,1,1,1,1,0,0
996,0,30,1,4,3857,1,1,4,2,0,4,1,40,0,0,1,2,1,0,0,0
997,2,12,1,0,804,1,0,4,0,0,4,3,38,0,0,1,0,1,1,0,0
998,0,45,1,0,1845,1,1,4,0,0,4,2,23,0,1,1,0,1,0,0,1
999,1,45,0,4,4576,4,3,3,0,0,4,3,27,0,0,1,0,1,1,0,0
