,ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,target
896,67880,2,1,0,1,0,3,0.4399964527913904,1.0,1,1.0,1.0,10238,11000.0,0,1,0,3,0
897,873673,2,0,1,1,0,2,0.4580647747191491,0.0,1,0.0,0.0,10238,17000.0,0,0,0,0,0
900,152123,0,0,0,3,0,0,0.6607566635682514,0.0,1,1.0,1.0,10238,9000.0,0,0,0,3,0
901,489823,1,1,0,0,0,1,0.3189052382411765,1.0,1,0.0,0.0,10238,17000.0,0,0,0,0,1
902,336494,3,1,0,0,2,0,0.6085697407032967,1.0,0,0.0,0.0,10238,15000.0,0,0,0,0,0
903,972020,0,0,0,3,0,0,0.639626053228194,1.0,1,1.0,1.0,10238,9000.0,0,0,1,0,0
904,260201,2,0,0,1,0,3,0.4996760395517626,1.0,0,0.0,0.0,10238,16000.0,0,1,0,1,0
907,928536,1,0,0,0,0,1,0.2817333572094793,0.0,1,1.0,1.0,10238,11000.0,0,0,0,0,1
908,615428,2,1,0,1,0,1,0.4514433140453183,1.0,1,0.0,0.0,10238,14000.0,0,2,1,1,0
909,112063,2,0,0,1,1,1,0.2478479628708958,1.0,1,0.0,1.0,10238,16000.0,0,0,1,0,0
910,172803,3,1,0,0,2,0,0.4417132728803951,1.0,0,1.0,1.0,32765,8000.0,0,0,0,0,0
912,54408,1,1,0,0,1,1,0.4092427564400384,0.0,1,0.0,0.0,10238,16000.0,0,0,0,0,1
913,10119,0,0,0,0,0,0,0.4494562548465213,0.0,1,1.0,1.0,10238,10000.0,0,0,0,0,1
914,575992,0,1,0,3,2,0,0.5975262575550262,1.0,0,0.0,1.0,32765,10000.0,0,13,0,1,0
915,525723,3,1,1,1,0,3,0.5697012109847832,1.0,1,1.0,1.0,10238,9000.0,0,3,0,2,0
916,75918,3,0,0,0,2,0,0.7593098696029942,1.0,0,0.0,0.0,10238,8000.0,0,0,0,0,0
917,222805,3,1,0,2,2,0,0.5992234645215262,1.0,1,1.0,1.0,10238,9000.0,0,2,0,3,0
919,337651,3,1,1,1,2,0,0.4870127077463123,1.0,1,1.0,1.0,10238,10000.0,0,1,0,1,0
920,610663,2,1,0,1,0,2,0.4787494991822766,1.0,1,1.0,1.0,10238,4000.0,0,0,0,2,0
921,514238,0,1,0,2,0,3,0.4764368681429673,1.0,0,1.0,1.0,32765,9000.0,0,5,2,1,0
922,821534,3,1,0,1,1,1,0.408216868683217,1.0,1,0.0,1.0,10238,14000.0,0,1,0,0,0
923,127550,1,0,0,0,1,1,0.2161977071379889,1.0,1,0.0,1.0,32765,10000.0,0,0,0,0,1
924,509284,2,0,0,1,0,3,0.4546805837111261,1.0,0,0.0,1.0,32765,12000.0,0,0,1,0,0
925,639522,3,1,0,2,2,0,0.679081839307075,1.0,1,1.0,1.0,10238,9000.0,0,5,0,2,0
926,979350,2,0,0,0,0,2,0.6105826276164759,1.0,1,0.0,1.0,10238,12000.0,0,0,0,0,0
927,396727,2,0,0,1,0,3,0.4423605430687393,1.0,0,0.0,1.0,10238,17000.0,0,0,0,0,0
928,512169,2,1,0,1,0,3,0.5599813306382472,1.0,1,1.0,1.0,32765,10000.0,0,3,0,1,0
929,677467,1,0,0,0,1,1,0.1562510004957406,1.0,1,0.0,0.0,32765,13000.0,0,0,0,0,1
930,725657,2,0,1,1,0,3,0.5600963262097186,0.0,0,1.0,1.0,32765,8000.0,0,3,0,0,0
931,364101,0,0,0,3,2,0,0.563548802365458,0.0,0,0.0,1.0,10238,11000.0,0,1,2,0,0
932,912887,1,1,0,0,2,2,0.4789652338452294,1.0,1,0.0,1.0,92101,13000.0,0,0,0,0,1
933,265974,0,1,1,3,1,3,0.5026438365530692,1.0,1,0.0,1.0,10238,9000.0,0,7,0,5,0
934,134867,3,0,0,2,0,0,0.6361889069881509,1.0,0,1.0,1.0,10238,9000.0,0,3,0,1,0
935,419303,3,0,0,2,0,2,0.4332321127507121,1.0,1,0.0,1.0,32765,11000.0,0,1,0,2,0
936,161165,3,0,0,0,2,0,0.6621457887543006,1.0,1,1.0,1.0,10238,11000.0,0,0,0,0,0
938,491650,2,1,0,0,0,3,0.5770280074678966,1.0,1,0.0,0.0,10238,12000.0,0,0,0,0,0
939,268752,1,0,0,0,0,1,0.302837423320474,0.0,1,1.0,0.0,10238,10000.0,0,0,0,0,1
940,454701,0,0,0,3,0,0,0.5354853053409482,1.0,0,1.0,1.0,10238,11000.0,0,2,1,2,0
941,568053,0,1,0,3,0,0,0.5203339851656199,1.0,1,1.0,1.0,10238,9000.0,0,10,0,2,0
943,294350,2,1,1,1,0,3,0.6536101752733747,1.0,1,0.0,1.0,10238,15000.0,0,5,0,0,1
944,337986,1,1,0,0,2,0,0.5489301330191484,1.0,0,0.0,1.0,10238,14000.0,0,0,0,0,0
945,77771,3,1,0,2,0,3,0.5397848458608763,1.0,1,0.0,1.0,10238,10000.0,0,7,0,0,0
946,573078,2,1,0,0,0,3,0.4403405026714519,1.0,1,0.0,0.0,10238,18000.0,0,0,0,0,1
947,214200,3,0,0,1,0,0,0.5063048514527332,1.0,0,0.0,1.0,10238,14000.0,0,0,0,2,0
948,962680,3,0,1,2,1,1,0.4783533825965789,0.0,1,0.0,1.0,10238,12000.0,0,0,0,0,0
949,720043,3,1,0,1,0,0,0.6725715083125458,0.0,1,1.0,1.0,32765,8000.0,0,4,0,0,1
950,360562,1,0,0,0,2,2,0.4159285248892542,1.0,1,0.0,0.0,10238,16000.0,0,0,0,0,0
951,621406,3,1,0,1,2,0,0.4802232941441088,1.0,1,1.0,1.0,32765,11000.0,0,5,0,0,0
952,702423,2,1,0,1,2,2,0.5485077614613438,0.0,1,0.0,0.0,32765,13000.0,0,1,0,3,1
954,174068,1,0,0,0,0,1,0.1512554855508021,0.0,1,0.0,1.0,21217,13000.0,1,0,0,0,1
955,792106,1,1,0,0,1,1,0.2577256895870561,0.0,0,0.0,1.0,32765,10000.0,0,0,0,0,1
956,499640,2,1,0,1,2,0,0.4420366893683639,1.0,1,1.0,1.0,32765,7000.0,0,2,0,0,0
958,875043,2,0,0,1,0,0,0.6964039617112442,0.0,0,1.0,0.0,10238,14000.0,0,1,0,1,0
962,404468,3,0,0,2,0,1,0.3980314872138732,1.0,1,0.0,0.0,10238,18000.0,0,0,0,0,0
963,772295,1,1,1,0,1,1,0.36156041230655,0.0,1,0.0,1.0,10238,12000.0,0,0,0,0,1
964,845482,1,0,0,0,2,1,0.5355008932084144,1.0,1,0.0,0.0,10238,15000.0,0,0,0,0,0
965,910614,3,0,0,1,2,0,0.6467628274201614,1.0,1,0.0,1.0,32765,9000.0,0,2,0,0,0
966,333933,1,0,0,0,0,2,0.3399678397076847,1.0,1,0.0,0.0,10238,15000.0,0,0,0,0,0
967,107725,2,1,1,1,0,2,0.2756269049730237,0.0,1,0.0,1.0,10238,15000.0,0,1,0,1,0
968,852185,3,1,0,0,1,0,0.6999932295554315,1.0,0,0.0,1.0,10238,11000.0,0,0,0,0,1
970,971269,1,1,0,0,1,1,0.3511035911519817,0.0,1,0.0,0.0,10238,15000.0,0,0,0,0,1
971,11119,0,0,0,3,0,0,0.7251812827331864,1.0,1,0.0,1.0,10238,14000.0,0,0,0,1,0
972,392953,2,0,0,0,0,3,0.4722447576591855,0.0,1,1.0,0.0,32765,8000.0,0,0,0,0,1
973,20975,2,1,0,1,2,0,0.6261051802166032,1.0,1,0.0,0.0,32765,11000.0,0,1,0,0,0
974,485551,2,1,0,1,0,2,0.5142469910098826,1.0,1,1.0,1.0,32765,11000.0,0,4,2,0,1
975,658061,3,1,0,0,2,0,0.4642025831082776,1.0,1,1.0,1.0,32765,5000.0,0,0,0,0,1
976,690368,3,1,0,2,1,3,0.5990587120710579,1.0,1,1.0,1.0,21217,11000.0,0,3,0,0,1
977,527374,1,0,0,0,1,1,0.4399963827852809,0.0,0,0.0,1.0,10238,14000.0,0,0,0,0,1
978,683489,2,1,0,0,0,1,0.2174647666581726,1.0,1,1.0,1.0,10238,9000.0,0,0,0,0,1
979,150186,0,1,0,0,0,0,0.525493572038688,0.0,1,1.0,1.0,10238,12000.0,0,0,0,0,1
980,861996,1,1,0,0,2,3,0.3237857432221487,1.0,1,0.0,1.0,10238,10000.0,0,0,0,0,1
981,505284,0,1,0,3,0,2,0.6014435614074801,1.0,0,0.0,0.0,32765,11000.0,0,10,0,5,0
982,612740,0,0,0,0,2,0,0.6214602994502341,0.0,1,1.0,1.0,10238,12000.0,0,0,0,0,1
984,285906,2,0,0,0,1,2,0.5163347418034226,1.0,1,1.0,1.0,32765,9000.0,0,0,0,0,1
986,3526,0,1,0,3,0,0,0.7280756018177765,1.0,0,1.0,0.0,10238,13000.0,0,4,1,3,0
987,897340,2,1,0,1,1,1,0.2501384621023105,0.0,1,0.0,1.0,10238,17000.0,0,1,0,0,1
988,235870,3,1,0,1,2,0,0.7181039284052764,1.0,0,1.0,1.0,32765,9000.0,0,3,0,3,0
989,971102,2,0,0,1,1,2,0.5378340344693218,1.0,1,0.0,1.0,10238,12000.0,0,0,0,0,0
990,25025,2,0,0,1,2,3,0.5833632162337706,1.0,0,0.0,0.0,32765,9000.0,1,3,0,1,0
991,794286,3,1,0,2,0,0,0.3847849477164541,1.0,0,0.0,1.0,10238,14000.0,0,2,0,2,0
992,64259,1,0,0,0,0,2,0.4102339632201258,1.0,1,0.0,0.0,10238,12000.0,0,0,0,0,0
993,693740,1,1,0,0,1,1,0.4530676522206702,0.0,1,0.0,0.0,10238,15000.0,1,0,0,0,1
994,230558,2,1,0,0,2,0,0.7244673308645148,1.0,1,0.0,0.0,32765,13000.0,0,0,0,0,1
995,241965,3,1,0,2,2,0,0.4895937410595604,1.0,0,0.0,1.0,10238,12000.0,0,4,0,2,0
996,989945,1,1,0,0,1,1,0.2081472268026262,0.0,1,1.0,0.0,10238,15000.0,0,0,0,0,0
997,302233,3,0,0,2,0,0,0.634296736687498,1.0,1,1.0,1.0,21217,12000.0,0,1,0,2,1
998,987839,3,0,0,0,2,0,0.6766984098517961,1.0,1,1.0,1.0,32765,9000.0,0,0,0,0,1
999,450776,3,1,0,1,1,1,0.3759157719833919,1.0,1,1.0,1.0,10238,10000.0,0,3,1,2,0
1000,987471,3,0,0,2,2,3,0.5571292364718579,1.0,1,1.0,1.0,32765,9000.0,0,3,0,0,0
1001,56391,0,1,0,2,0,0,0.6897682642706402,1.0,1,1.0,1.0,10238,10000.0,0,4,0,5,0
1002,783556,3,1,0,0,2,0,0.6046068349734135,1.0,1,1.0,1.0,10238,7000.0,0,0,0,0,1
1003,921160,2,0,0,0,2,0,0.6665366387018726,1.0,1,1.0,1.0,10238,9000.0,0,0,0,0,0
1004,319701,1,1,0,0,2,2,0.2829020455477811,0.0,1,0.0,0.0,10238,15000.0,0,0,0,0,1
1005,352416,0,0,0,0,2,0,0.5893197550966527,1.0,1,1.0,1.0,32765,9000.0,0,0,0,0,0
1006,780703,3,1,0,2,2,0,0.5558794523792587,1.0,1,1.0,1.0,10238,9000.0,0,2,0,5,0
1007,629596,2,0,0,1,0,3,0.4967894721410335,0.0,1,0.0,1.0,10238,15000.0,0,0,1,2,1
1009,692471,3,0,0,1,1,1,0.3675225984431894,0.0,1,1.0,1.0,10238,7000.0,0,1,0,0,0
1010,580439,3,1,0,1,2,0,0.5055744727190112,1.0,0,1.0,0.0,32765,9000.0,0,3,0,0,0
1011,424392,0,0,0,3,0,0,0.6247259789567383,1.0,1,1.0,1.0,32765,9000.0,0,7,1,1,0
1012,119547,0,0,0,1,0,0,0.7721303904458904,1.0,1,1.0,1.0,10238,10000.0,0,0,0,0,0
1014,886405,3,1,0,2,0,0,0.5190950267820249,1.0,1,1.0,1.0,32765,9000.0,0,4,1,1,0
1015,369977,2,0,0,1,0,0,0.6327674336385279,1.0,0,1.0,0.0,10238,8000.0,0,0,0,0,0
1016,68534,2,1,0,1,2,2,0.4255980967230737,0.0,1,0.0,1.0,32765,8000.0,0,3,0,0,0
1017,459875,3,0,0,2,0,3,0.6594679535465432,1.0,1,0.0,1.0,10238,12000.0,0,0,1,1,0
1018,754494,1,0,0,0,0,1,0.3821250572579422,0.0,1,0.0,0.0,10238,13000.0,0,0,0,0,1
1019,175718,0,1,0,3,0,3,0.707410723375504,1.0,0,1.0,1.0,10238,13000.0,0,3,1,3,0
1020,3004,2,1,0,1,2,3,0.4990390378280581,1.0,1,0.0,1.0,32765,9000.0,0,2,1,2,0
1022,950709,3,1,0,2,2,0,0.6653927395254361,1.0,0,1.0,1.0,92101,9000.0,0,0,0,3,0
1023,560739,1,0,0,0,0,1,0.4162529756885021,0.0,1,0.0,0.0,10238,11000.0,0,0,0,0,1
1024,501805,0,0,0,3,0,0,0.5667840942079906,1.0,1,1.0,1.0,32765,7000.0,0,1,2,6,0
1025,787446,2,0,0,1,0,2,0.3861016919717102,1.0,1,0.0,1.0,10238,12000.0,0,0,0,1,0
1026,804227,3,1,0,2,0,2,0.4345202321987589,0.0,1,0.0,1.0,10238,14000.0,0,2,0,3,1
1027,456117,3,1,0,2,2,0,0.5996274550959251,1.0,1,0.0,1.0,10238,14000.0,0,3,0,3,0
1028,394049,0,0,1,1,2,0,0.7210573217719684,0.0,0,1.0,1.0,32765,12000.0,0,1,0,0,1
1030,723464,2,1,0,1,2,3,0.5561182929431786,1.0,1,0.0,1.0,32765,8000.0,0,2,0,3,0
1032,152145,1,0,0,0,0,3,0.5084607560079241,1.0,1,0.0,1.0,32765,11000.0,0,0,0,0,1
1033,582771,2,0,0,1,2,3,0.4764298214336605,0.0,1,0.0,1.0,10238,15000.0,0,0,1,0,0
1034,183084,2,1,0,1,1,2,0.4280887922467216,1.0,1,1.0,0.0,10238,12000.0,0,1,0,2,1
1035,487840,3,1,0,1,1,2,0.2969039659575923,1.0,1,1.0,1.0,10238,9000.0,0,4,1,1,0
1036,225410,0,0,0,2,2,0,0.5871469213663586,1.0,0,1.0,1.0,10238,6000.0,0,3,1,7,0
1037,318668,2,0,0,1,1,2,0.3841585499902979,1.0,1,1.0,1.0,10238,12000.0,1,1,0,1,0
1039,61366,2,0,0,1,0,1,0.3184620887749849,0.0,1,0.0,0.0,10238,17000.0,0,1,0,0,1
1040,229858,1,1,0,0,2,2,0.3212363809897638,1.0,1,0.0,0.0,10238,14000.0,0,0,0,0,1
1041,349332,2,0,0,0,1,1,0.4106956973588005,0.0,1,0.0,0.0,10238,16000.0,0,0,0,0,1
1042,304669,3,1,0,1,2,0,0.6050701843159639,1.0,1,1.0,1.0,92101,10000.0,0,1,0,1,0
1043,113911,2,0,1,1,0,3,0.5850571880333831,0.0,1,0.0,1.0,32765,8000.0,0,2,0,1,0
1044,999634,3,1,0,2,0,3,0.4685393781011972,1.0,0,0.0,0.0,10238,18000.0,0,3,0,3,0
1047,229092,1,1,0,0,1,1,0.421929081236411,0.0,1,0.0,0.0,10238,14000.0,0,0,0,0,1
1048,544815,1,0,0,0,1,1,0.34630772145043,0.0,1,0.0,0.0,10238,16000.0,0,0,0,0,1
1050,863514,3,0,0,1,0,3,0.5218318581487146,0.0,1,1.0,1.0,10238,10000.0,0,0,0,2,0
1051,394693,2,0,0,1,2,2,0.5830846919526734,0.0,1,0.0,0.0,32765,14000.0,0,2,0,0,1
1052,799026,3,1,0,1,1,0,0.6782940746372796,1.0,0,1.0,1.0,10238,8000.0,1,1,0,0,0
1054,684265,3,1,0,2,1,0,0.5775510940556193,1.0,1,0.0,1.0,10238,13000.0,0,3,0,2,0
1055,821544,2,0,0,0,1,2,0.521871913434752,1.0,1,0.0,1.0,10238,14000.0,0,0,0,0,1
1056,918079,1,1,0,0,0,1,0.4016022303600121,1.0,1,1.0,1.0,92101,8000.0,0,0,0,0,1
1057,52584,3,0,0,2,2,0,0.5030899604313637,1.0,0,0.0,0.0,10238,16000.0,1,1,0,0,0
1058,539433,3,0,0,0,2,0,0.6262972030099251,1.0,1,0.0,0.0,10238,19000.0,0,0,0,0,1
1059,301476,2,0,0,1,0,3,0.486775921157441,1.0,0,0.0,1.0,10238,11000.0,0,0,0,0,0
1060,52434,2,1,0,1,0,0,0.6159765127811405,1.0,1,1.0,1.0,32765,7000.0,0,3,0,0,0
1061,430430,2,0,0,1,0,3,0.5175717109221082,0.0,0,0.0,0.0,32765,13000.0,0,0,0,0,1
1062,243166,1,1,0,0,2,3,0.5771463962537063,1.0,1,1.0,1.0,10238,11000.0,0,0,0,0,0
1063,585805,1,0,0,0,0,0,0.5063018993150041,0.0,1,0.0,0.0,32765,12000.0,0,0,0,0,1
1064,338722,2,1,0,1,0,2,0.3947155816821041,1.0,0,0.0,1.0,32765,11000.0,1,1,0,1,0
1065,991298,0,0,0,3,2,0,0.5622345561977906,0.0,0,1.0,1.0,32765,9000.0,0,1,2,1,0
1068,179037,3,1,1,2,0,0,0.4806646301272015,1.0,1,1.0,1.0,10238,9000.0,0,5,0,3,0
1069,796132,2,1,0,1,0,3,0.4449273621925888,1.0,1,0.0,1.0,10238,16000.0,0,1,1,0,0
1070,653167,0,0,0,0,2,0,0.7747865903240708,1.0,0,1.0,1.0,10238,11000.0,0,0,0,0,0
1071,8023,0,1,0,3,2,0,0.5675263030815505,1.0,1,0.0,0.0,10238,15000.0,0,4,0,2,0
1072,979569,1,0,0,0,0,1,0.2084106694189862,0.0,1,0.0,1.0,32765,8000.0,0,0,0,0,1
1073,124969,0,0,0,3,2,0,0.4863588679278371,1.0,0,0.0,1.0,32765,12000.0,0,3,2,3,0
1074,958920,3,0,1,2,1,3,0.3715929512772006,1.0,0,1.0,1.0,32765,6000.0,0,3,1,1,0
1075,85377,3,0,0,2,0,2,0.4380103841772169,0.0,0,0.0,1.0,10238,13000.0,0,1,0,1,0
1076,273042,2,0,0,1,2,2,0.3900112191131237,1.0,1,0.0,0.0,10238,19000.0,0,0,2,0,0
1077,50734,1,0,0,0,1,1,0.3307771935047669,0.0,1,1.0,1.0,10238,13000.0,0,0,0,0,1
1079,698147,2,1,0,0,0,1,0.3474920500454466,0.0,1,0.0,1.0,32765,13000.0,0,0,0,0,1
1080,126485,2,0,1,1,1,1,0.2728793486098333,1.0,1,0.0,1.0,10238,16000.0,0,0,0,0,0
1081,583128,0,0,0,3,2,0,0.6277455897894006,1.0,1,0.0,1.0,10238,12000.0,0,3,0,3,0
1082,56973,2,0,0,1,2,2,0.3617024291111733,1.0,1,0.0,0.0,10238,10000.0,0,0,0,0,0
1084,430480,1,0,0,0,1,1,0.4080435066664748,0.0,1,0.0,1.0,10238,15000.0,0,0,0,0,1
1085,107735,0,1,0,3,2,0,0.4758758960926596,1.0,0,1.0,1.0,32765,7000.0,0,8,0,4,0
1086,88159,1,1,0,0,0,3,0.5774751971489307,0.0,1,0.0,0.0,10238,10000.0,0,0,0,0,0
1088,315441,1,1,0,0,2,2,0.4760320342290617,0.0,1,0.0,0.0,21217,13000.0,0,0,0,0,1
1089,728786,0,1,0,3,2,0,0.5491357167304327,1.0,1,0.0,1.0,10238,12000.0,0,4,0,2,0
1090,196793,0,1,0,2,2,0,0.5680748381791342,1.0,0,1.0,1.0,10238,12000.0,0,3,0,2,0
1092,119568,3,0,0,2,2,0,0.6046764589038505,1.0,1,0.0,0.0,10238,12000.0,0,0,0,0,0
1093,506311,3,0,0,2,2,0,0.6041445863011615,1.0,1,0.0,1.0,10238,11000.0,0,1,0,4,0
1094,379364,2,0,0,1,0,3,0.4702835467593463,1.0,0,1.0,1.0,32765,5000.0,0,3,0,2,0
1095,575492,2,0,0,1,1,1,0.3440723769349517,1.0,1,0.0,1.0,10238,15000.0,0,0,0,2,0
1096,754176,2,0,0,1,0,3,0.6037817692518094,1.0,1,1.0,1.0,10238,15000.0,0,1,0,1,0
1097,17198,2,1,0,0,0,0,0.4923186089785153,1.0,1,1.0,1.0,10238,10000.0,0,0,0,0,0
1099,392570,2,1,0,1,1,2,0.3746378693906275,1.0,1,0.0,0.0,10238,15000.0,0,2,1,2,1
1101,555274,1,0,0,0,1,1,0.1529721602255696,1.0,1,1.0,0.0,10238,10000.0,0,0,0,0,0
1103,543431,3,1,0,0,2,0,0.4897229839220267,1.0,0,1.0,1.0,10238,12000.0,0,0,0,0,0
1105,77676,3,0,0,1,1,3,0.5608112658852716,1.0,1,0.0,1.0,10238,14000.0,0,0,0,1,0
1106,4199,3,0,0,2,2,3,0.5039832951594888,1.0,1,0.0,1.0,92101,16000.0,0,2,0,2,0
1107,504565,1,1,0,0,2,1,0.3680826213706068,0.0,1,0.0,0.0,10238,15000.0,1,0,0,0,1
1108,930350,0,1,0,3,2,0,0.5838715347636926,1.0,1,1.0,1.0,10238,12000.0,0,3,0,4,0
1110,380681,1,1,0,0,2,3,0.7144958954967011,1.0,0,0.0,0.0,10238,14000.0,0,0,0,0,0
1112,89171,2,0,0,0,1,1,0.5696455478207955,1.0,1,0.0,1.0,10238,12000.0,0,0,0,0,0
1114,655609,1,0,0,0,2,1,0.3549288973191322,0.0,1,0.0,0.0,32765,12000.0,0,0,0,0,1
1115,285118,3,1,0,2,1,2,0.5815890954464898,1.0,1,0.0,0.0,10238,18000.0,0,1,1,3,0
1116,957571,1,0,0,0,0,3,0.6492978771832143,1.0,1,1.0,1.0,10238,11000.0,0,0,0,0,0
1117,527444,2,1,0,0,2,0,0.6888318025432296,1.0,0,1.0,1.0,32765,13000.0,0,0,0,0,1
1118,291974,0,0,0,3,2,3,0.4231474869179085,0.0,0,1.0,1.0,32765,10000.0,0,7,1,1,0
1119,757656,3,1,1,0,2,3,0.5238112936991066,1.0,1,1.0,1.0,92101,10000.0,0,0,0,0,1
1120,474539,0,0,0,3,2,0,0.7469425181105066,0.0,1,1.0,0.0,10238,10000.0,0,3,0,0,0
1121,39393,3,1,0,1,0,3,0.3848447185014994,1.0,1,1.0,1.0,32765,12000.0,0,2,0,0,0
1123,448500,3,1,0,2,2,0,0.5992892337813946,1.0,0,1.0,1.0,10238,14000.0,0,0,1,5,0
1124,168210,3,1,0,2,1,1,0.2467491275258395,0.0,1,1.0,1.0,10238,13000.0,0,3,0,2,0
1125,293414,0,0,0,3,2,0,0.4869348894960016,1.0,1,0.0,1.0,32765,12000.0,0,3,1,0,0
1126,987686,0,1,0,3,2,0,0.6970364930585551,1.0,0,1.0,1.0,10238,11000.0,0,5,0,5,0
1127,90377,3,1,0,2,2,3,0.5640568762707184,1.0,1,0.0,1.0,10238,10000.0,0,4,0,1,0
1128,961510,3,0,1,0,0,0,0.6686845608481449,1.0,1,1.0,1.0,32765,8000.0,0,0,0,0,1
1130,940764,0,0,0,3,0,0,0.7909562645886891,1.0,1,0.0,1.0,10238,13000.0,0,2,0,1,0
1131,484012,1,1,0,0,0,1,0.2474110447110308,0.0,1,0.0,0.0,10238,11000.0,0,0,0,0,1
1132,543794,2,0,0,0,1,3,0.6723865152562408,1.0,1,0.0,1.0,92101,15000.0,0,0,0,0,1
1134,975005,1,0,0,0,0,3,0.3352831360623969,1.0,1,0.0,0.0,10238,14000.0,0,0,0,0,1
1135,810066,3,0,0,2,0,3,0.5672553074796418,1.0,1,1.0,1.0,32765,9000.0,0,1,1,0,0
1136,875302,2,1,0,1,2,3,0.5281550824018106,1.0,0,1.0,1.0,10238,8000.0,0,1,0,0,0
1137,471505,0,0,0,3,0,3,0.6183782575872001,0.0,1,1.0,1.0,10238,11000.0,0,4,0,2,0
1139,596870,0,1,0,2,0,0,0.6093146350878077,1.0,1,1.0,1.0,32765,4000.0,0,5,1,3,0
1140,256936,0,1,1,3,1,0,0.6652789616494302,0.0,0,0.0,1.0,10238,15000.0,0,3,1,7,0
1141,708087,1,1,0,0,1,2,0.557150249939646,0.0,1,0.0,1.0,10238,12000.0,0,0,0,0,1
1142,297877,0,0,0,2,0,0,0.5952325907713841,1.0,0,0.0,1.0,92101,11000.0,0,0,0,1,0
1143,362618,3,1,0,2,0,0,0.7065178185585059,1.0,1,1.0,1.0,10238,11000.0,0,4,1,7,0
1144,742122,3,1,0,1,2,0,0.5224994188821985,1.0,0,0.0,0.0,32765,16000.0,0,0,0,0,1
1146,466641,2,0,0,1,0,3,0.5887079919316789,1.0,1,0.0,1.0,10238,16000.0,1,1,0,1,0
1147,913740,1,0,0,0,1,1,0.3061509687966847,0.0,0,0.0,0.0,10238,15000.0,0,0,0,0,0
1148,810638,0,1,0,2,0,0,0.6008357672813958,1.0,0,0.0,1.0,10238,7000.0,0,2,1,0,0
1149,156883,0,1,0,1,0,0,0.633403473578646,1.0,0,1.0,1.0,10238,9000.0,0,1,1,2,0
1151,920995,2,1,0,1,0,2,0.4163255994421636,0.0,1,0.0,1.0,32765,12000.0,0,2,0,0,1
1152,918219,3,0,0,0,2,0,0.6760102629446962,1.0,1,1.0,1.0,32765,8000.0,0,0,0,0,1
1153,403373,3,1,0,2,0,2,0.2727052692646905,1.0,1,1.0,1.0,10238,10000.0,0,4,1,3,0
1154,688045,0,0,0,3,2,0,0.6626210554046525,1.0,0,1.0,1.0,10238,11000.0,0,1,0,1,0
1155,205298,3,1,0,2,2,2,0.4401833388463456,1.0,0,1.0,1.0,10238,12000.0,1,0,0,5,0
1156,902646,2,0,0,1,0,2,0.5241410821408387,0.0,0,1.0,1.0,10238,12000.0,0,2,0,1,0
1157,634221,3,0,0,1,2,3,0.4413140198212281,0.0,1,1.0,1.0,10238,10000.0,1,3,0,0,0
1158,638975,3,1,1,1,0,0,0.6820575427391677,1.0,1,1.0,1.0,10238,10000.0,0,0,0,1,0
1159,33022,3,1,0,2,2,0,0.6974620125004263,1.0,0,0.0,1.0,92101,13000.0,0,0,1,5,0
1160,410028,3,0,0,2,1,3,0.6514572449171824,1.0,0,1.0,1.0,32765,8000.0,0,6,0,3,0
1162,932163,0,0,0,3,0,0,0.6063735697487103,1.0,1,1.0,1.0,10238,7000.0,0,5,1,5,0
1163,740024,2,1,0,0,0,2,0.3316889107339181,0.0,1,0.0,0.0,10238,16000.0,0,0,0,0,1
1165,210356,1,0,0,0,0,1,0.3093306042396641,1.0,1,0.0,1.0,32765,6000.0,0,0,0,0,1
1167,928462,0,1,0,3,2,0,0.6370954701874278,1.0,1,0.0,1.0,10238,12000.0,0,9,1,5,0
1168,76372,3,0,0,1,0,2,0.4149098004859211,0.0,1,0.0,1.0,10238,10000.0,0,1,0,2,1
1170,555049,2,0,0,0,0,0,0.5317340905527375,1.0,1,1.0,1.0,10238,14000.0,0,0,0,0,1
1172,497652,3,1,0,2,2,0,0.5626535000207484,1.0,1,1.0,1.0,92101,8000.0,0,4,0,0,0
1174,899312,1,0,0,0,1,1,0.2862044072032209,0.0,1,0.0,0.0,10238,16000.0,0,0,0,0,1
1175,950731,3,1,0,0,2,0,0.5872814257214412,1.0,1,1.0,1.0,10238,11000.0,0,0,0,0,0
1176,236351,0,0,0,2,2,0,0.5024037809342222,1.0,0,0.0,1.0,10238,16000.0,0,0,0,1,0
1177,32500,2,1,0,1,2,0,0.5029442922316367,1.0,1,1.0,1.0,92101,13000.0,0,0,1,0,0
1178,808629,0,0,0,0,1,2,0.3922141519632884,1.0,1,0.0,1.0,10238,12000.0,0,0,0,0,1
1180,838435,0,1,0,3,0,2,0.3760768567967889,1.0,1,1.0,1.0,32765,10000.0,0,7,1,2,0
1182,532912,3,0,0,2,1,3,0.7942433982554463,1.0,0,1.0,1.0,10238,11000.0,0,1,1,1,0
1183,542130,0,1,0,3,2,0,0.6052753027995037,1.0,1,1.0,1.0,10238,12000.0,0,2,2,3,0
1184,450129,3,1,0,2,0,2,0.4141337699932357,0.0,1,1.0,1.0,10238,7000.0,0,5,1,1,0
