,Unnamed: 0,Gender,customer_type,age,type_of_travel,customer_class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,target
3389,3389,1,1,43,1,2,226,4,0,4,3,4,4,3,4,5,1,1,5,3,4,3,0.0,0
3390,3390,1,0,52,1,2,222,3,2,2,2,5,4,2,3,3,3,3,5,3,2,0,0.0,1
3391,3391,0,0,49,1,1,526,3,3,1,3,2,5,2,4,4,4,4,5,4,5,48,51.0,1
3392,3392,0,0,45,0,2,226,4,4,4,2,4,4,4,4,5,4,4,5,5,4,0,0.0,0
3393,3393,1,0,55,1,1,2872,2,1,1,1,5,3,3,2,2,2,2,1,2,4,6,0.0,0
3394,3394,1,0,42,1,1,1372,4,4,4,4,5,5,5,5,5,5,5,4,5,5,0,26.0,1
3395,3395,0,0,41,0,2,746,1,1,1,2,2,1,2,2,1,2,3,2,2,2,25,32.0,0
3396,3396,1,0,27,1,1,3186,3,3,3,3,4,4,4,4,2,2,4,1,5,4,109,120.0,1
3397,3397,1,0,40,1,1,3473,1,1,1,1,5,4,4,3,3,4,3,3,3,3,0,0.0,1
3398,3398,1,1,22,1,2,1086,1,1,1,3,5,1,5,5,2,3,3,3,4,5,0,0.0,0
3399,3399,0,0,65,1,2,297,3,5,5,5,4,3,4,4,2,4,3,4,4,4,40,26.0,0
3400,3400,0,0,38,1,2,1334,3,2,2,2,3,3,3,3,3,2,4,3,4,3,15,0.0,0
3401,3401,1,0,34,1,1,3951,1,3,3,3,2,4,3,1,1,1,1,4,1,4,0,0.0,0
3402,3402,0,0,58,0,2,238,1,4,1,3,1,1,1,1,5,3,5,5,4,1,0,13.0,0
3403,3403,1,0,49,1,2,308,3,5,5,5,4,4,4,3,3,3,3,4,3,1,0,0.0,0
3404,3404,0,0,59,1,1,1390,2,2,5,2,2,5,4,4,4,4,4,4,4,5,15,8.0,1
3405,3405,0,0,32,1,1,3749,4,4,4,4,2,2,2,2,3,3,3,4,3,2,0,0.0,1
3406,3406,0,0,46,0,2,342,1,2,1,3,2,1,2,2,2,3,3,4,3,2,6,0.0,0
3407,3407,1,0,58,1,1,3893,1,1,1,1,2,4,4,4,4,4,4,5,4,3,23,16.0,1
3408,3408,0,0,60,1,1,220,1,1,1,1,4,4,5,5,5,5,5,4,5,5,0,0.0,1
3409,3409,0,0,32,1,0,651,5,1,1,1,5,5,5,5,4,4,4,1,4,5,0,0.0,1
3410,3410,1,0,61,0,2,332,1,5,1,4,5,4,5,2,2,1,2,4,2,5,0,0.0,0
3411,3411,1,0,48,1,1,1671,4,4,4,4,5,5,4,4,4,4,4,4,4,5,0,0.0,1
3412,3412,1,0,28,0,2,349,4,5,4,3,2,4,2,2,5,2,4,4,4,2,0,2.0,0
3413,3413,0,0,27,0,2,2454,4,5,4,3,4,3,3,3,5,5,5,3,5,3,7,0.0,1
3414,3414,0,0,27,1,1,577,3,3,3,3,4,4,4,4,1,5,2,4,1,4,35,17.0,1
3415,3415,1,0,53,1,2,749,2,4,4,4,2,3,3,2,2,2,2,4,2,2,52,35.0,0
3416,3416,0,0,39,1,1,2130,2,3,3,3,4,3,3,2,2,2,2,4,2,2,14,27.0,0
3417,3417,1,0,49,1,1,1448,1,1,1,1,1,5,3,5,5,4,5,2,5,4,6,0.0,1
3418,3418,0,0,33,0,2,1979,1,4,1,4,1,1,1,1,5,1,1,1,4,1,0,0.0,0
3419,3419,1,0,51,1,1,1646,4,4,2,4,3,4,4,3,3,3,3,4,3,4,0,0.0,1
3420,3420,0,0,44,1,1,2832,4,4,4,4,5,5,5,2,2,3,3,5,1,5,161,175.0,1
3421,3421,1,0,58,1,1,1609,5,5,5,5,3,5,5,4,4,4,4,3,4,5,0,0.0,1
3422,3422,0,0,30,1,1,2139,3,3,3,3,4,4,4,4,5,3,5,4,4,4,78,68.0,1
3423,3423,1,1,38,1,1,937,1,1,1,4,5,1,5,5,3,2,5,5,5,5,0,0.0,0
3424,3424,0,0,43,1,2,643,5,2,2,2,4,5,4,4,1,1,2,5,3,4,2,0.0,1
3425,3425,0,0,56,0,2,125,4,4,4,4,2,4,2,2,5,5,2,4,4,2,0,0.0,0
3426,3426,1,1,21,1,1,448,4,2,4,5,2,4,2,2,4,4,5,3,5,2,0,0.0,1
3427,3427,1,1,23,1,2,725,3,3,3,4,1,3,1,1,3,4,4,1,4,1,11,18.0,0
3428,3428,1,0,53,1,1,758,5,5,5,5,4,5,5,4,4,4,4,4,4,5,0,0.0,1
3429,3429,1,1,25,1,1,1436,5,0,5,2,3,5,5,3,5,4,4,4,5,3,0,0.0,1
3430,3430,1,1,35,1,2,2153,4,4,4,2,4,4,4,4,3,1,2,4,3,4,0,0.0,0
3431,3431,0,1,25,1,1,834,4,0,4,2,3,4,3,3,5,2,4,4,5,3,0,5.0,0
3432,3432,1,0,26,1,2,964,4,5,3,5,4,4,5,4,3,4,1,5,2,4,0,0.0,1
3433,3433,0,0,18,0,2,921,0,4,0,4,3,0,3,3,4,3,4,5,5,3,1,0.0,1
3434,3434,0,0,68,0,2,174,3,4,3,4,3,3,3,3,3,3,5,4,5,3,0,0.0,0
3435,3435,0,0,61,0,2,612,4,0,4,3,1,4,1,1,4,5,4,3,4,1,18,10.0,0
3436,3436,0,0,40,1,1,157,0,4,0,4,3,4,5,3,3,3,3,3,3,5,95,122.0,1
3437,3437,0,0,39,1,1,86,4,3,4,4,5,3,5,5,5,5,3,4,5,3,0,0.0,1
3438,3438,0,0,65,0,2,591,1,5,1,1,4,1,4,4,3,3,4,5,4,4,20,20.0,0
3439,3439,1,0,23,0,2,1010,2,4,2,3,2,2,2,4,5,1,4,2,1,2,102,190.0,0
3440,3440,1,0,62,1,1,3467,3,3,3,3,1,5,4,5,5,5,5,2,5,2,0,0.0,1
3441,3441,1,0,48,1,1,2706,2,2,2,2,4,5,5,5,5,5,5,4,5,4,36,40.0,1
3442,3442,1,0,50,0,2,978,4,5,4,3,2,5,5,5,5,4,4,4,5,3,0,0.0,0
3443,3443,1,1,23,1,2,859,2,2,2,1,5,2,5,5,5,4,4,3,5,5,17,21.0,0
3444,3444,1,0,57,1,1,3273,4,4,4,4,3,5,4,4,4,5,4,3,4,5,64,51.0,1
3445,3445,1,0,39,1,1,2614,4,4,4,4,4,4,5,5,5,5,5,5,5,5,23,17.0,1
3446,3446,0,0,61,1,2,451,5,3,3,3,5,5,5,5,1,5,2,2,4,5,0,0.0,1
3447,3447,0,0,30,1,1,3496,3,3,3,3,2,2,2,2,3,2,5,4,4,2,0,0.0,1
3448,3448,1,0,39,1,2,101,4,2,2,2,4,4,4,4,3,2,4,3,2,4,2,13.0,1
3449,3449,1,1,22,1,2,308,1,4,1,2,4,1,2,4,3,2,4,3,4,4,11,10.0,0
3450,3450,1,0,16,1,1,1979,4,4,4,4,4,4,4,4,3,4,4,5,4,4,7,2.0,1
3451,3451,1,0,36,0,2,544,2,4,2,4,1,2,1,1,4,4,3,4,4,1,46,30.0,0
3452,3452,1,0,47,1,1,2143,3,3,3,3,5,4,5,4,4,4,4,3,4,3,104,109.0,1
3453,3453,0,1,59,1,1,151,3,3,3,3,5,3,5,5,4,2,5,4,4,5,10,2.0,0
3454,3454,1,1,21,1,1,280,5,0,5,1,3,5,3,3,4,3,5,4,5,3,0,0.0,1
3455,3455,1,0,51,0,1,612,2,1,3,3,1,3,2,2,2,3,3,1,2,2,0,0.0,0
3456,3456,0,0,56,1,1,2013,3,3,3,3,3,4,5,4,4,4,4,5,4,3,0,0.0,1
3457,3457,1,1,43,1,1,296,4,4,4,4,2,4,2,2,1,5,3,1,3,2,0,0.0,0
3458,3458,1,0,45,1,2,522,4,3,3,3,5,4,3,4,4,4,4,3,4,4,99,87.0,1
3459,3459,0,0,44,1,2,607,4,4,3,4,4,4,4,4,5,5,2,2,1,4,66,60.0,1
3460,3460,1,0,55,1,1,2511,1,3,3,3,3,3,4,1,1,1,1,4,1,2,0,0.0,0
3461,3461,1,0,21,0,2,157,0,4,0,4,5,0,5,5,5,2,4,5,4,5,0,0.0,1
3462,3462,0,0,21,1,2,391,5,5,4,5,4,3,5,4,5,4,3,5,2,5,176,177.0,0
3463,3463,0,0,45,0,2,1475,3,4,3,4,1,3,1,1,4,5,5,5,4,1,0,0.0,0
3464,3464,0,0,36,1,1,255,1,1,1,1,2,4,3,1,1,1,1,1,1,2,0,0.0,0
3465,3465,1,0,47,1,1,1416,5,5,5,5,4,5,5,4,4,4,4,3,4,3,0,0.0,1
3466,3466,0,0,36,1,2,399,5,5,5,5,5,5,5,5,2,4,1,3,5,5,0,0.0,1
3467,3467,0,0,35,0,2,399,4,4,3,2,3,3,4,3,4,3,5,5,5,3,0,0.0,1
3468,3468,0,0,36,1,1,2556,3,3,3,3,4,4,4,4,2,4,5,4,4,4,6,9.0,1
3469,3469,0,0,10,0,0,937,5,4,5,1,3,5,3,3,5,1,1,5,5,3,0,0.0,1
3470,3470,0,0,17,0,2,237,3,5,0,2,2,0,2,2,4,2,4,3,5,2,8,45.0,0
3471,3471,0,0,43,1,1,2333,1,3,1,1,5,5,5,3,3,3,3,5,3,4,119,125.0,1
3472,3472,0,1,36,1,1,2447,3,3,3,3,2,3,1,2,4,4,4,4,4,2,0,0.0,0
3473,3473,1,0,63,0,2,605,2,4,2,4,5,4,5,1,1,2,1,5,1,4,0,0.0,0
3474,3474,0,0,46,1,1,3422,3,3,3,3,5,4,3,4,4,4,4,4,4,3,10,21.0,1
3475,3475,1,0,33,1,1,3432,2,2,2,2,5,3,2,4,4,4,4,3,4,2,0,0.0,1
3476,3476,0,0,53,1,2,929,4,3,3,3,3,4,3,3,4,2,2,4,2,3,0,0.0,0
3477,3477,1,1,22,1,2,1096,4,4,4,1,4,4,4,4,4,2,4,5,4,4,41,21.0,0
3478,3478,0,0,39,1,1,837,1,1,1,1,5,2,1,4,4,4,4,3,4,2,0,4.0,1
3479,3479,0,0,55,1,1,1310,2,2,2,2,4,5,5,5,4,5,4,5,3,5,135,136.0,1
3480,3480,0,0,49,1,1,3072,4,4,5,4,3,5,1,5,5,5,5,1,5,2,0,0.0,1
3481,3481,0,0,34,0,2,137,3,0,3,4,5,3,5,5,5,3,4,3,4,5,0,0.0,0
3482,3482,1,0,13,0,2,1723,3,1,3,3,5,3,5,5,1,4,2,2,2,5,0,32.0,0
3483,3483,1,0,16,0,2,236,2,2,2,2,1,2,1,1,3,4,2,1,1,1,0,0.0,0
3484,3484,0,0,54,0,2,370,2,0,2,3,5,2,4,5,4,5,5,3,4,5,0,7.0,0
3485,3485,0,0,59,1,1,3986,2,5,5,5,4,3,4,2,2,2,2,4,2,1,0,14.0,0
3486,3486,1,0,55,1,1,3980,1,1,3,1,4,4,4,5,5,5,5,4,5,4,0,0.0,1
3487,3487,1,0,61,0,2,674,0,4,1,2,3,4,4,1,1,1,1,4,1,5,0,0.0,1
3488,3488,0,0,47,1,1,1575,5,5,5,5,3,5,5,5,5,5,5,4,5,4,0,0.0,1
3489,3489,1,0,58,1,1,2797,1,1,1,1,4,5,5,5,5,5,5,5,5,3,0,0.0,1
3490,3490,1,0,45,0,2,355,5,4,5,4,4,3,3,3,3,5,3,1,3,2,0,1.0,1
3491,3491,0,0,29,1,2,528,2,3,3,3,2,2,2,2,1,5,4,4,3,2,95,91.0,0
3492,3492,1,0,56,1,1,1608,4,2,5,2,5,2,4,4,4,4,4,3,4,2,9,10.0,0
3493,3493,1,1,24,1,1,584,4,0,4,4,3,4,4,3,3,4,5,3,5,3,27,8.0,1
3494,3494,1,0,70,0,2,590,2,3,2,3,5,4,4,5,5,2,4,1,5,4,3,0.0,0
3495,3495,0,0,61,0,2,127,4,3,4,4,2,4,4,2,1,4,3,4,4,2,0,0.0,0
3496,3496,0,0,53,1,1,2041,3,1,3,3,4,4,5,5,5,5,5,3,5,3,3,0.0,1
3497,3497,1,0,51,1,1,120,5,5,5,5,2,5,5,3,3,4,5,4,3,5,63,69.0,1
3498,3498,0,0,19,0,2,163,2,4,2,4,1,2,1,1,4,4,3,1,3,1,0,0.0,0
3499,3499,1,0,59,0,2,297,1,3,1,3,1,2,2,5,5,1,5,1,5,3,15,2.0,0
3500,3500,1,0,47,0,2,120,4,4,4,3,2,4,4,1,1,4,4,2,1,3,0,0.0,0
3501,3501,1,0,49,1,1,1744,1,1,1,1,4,5,5,5,5,5,5,5,5,5,12,0.0,1
3502,3502,1,0,63,0,2,311,1,5,1,1,5,5,4,2,2,1,2,3,2,3,0,4.0,0
3503,3503,1,1,24,1,2,813,2,2,2,3,5,2,5,5,1,3,4,1,3,5,0,7.0,0
3504,3504,1,0,33,1,1,1862,2,2,2,2,3,4,5,4,4,5,4,3,4,3,0,0.0,1
3505,3505,1,0,28,0,1,1216,3,1,3,3,5,3,5,5,1,1,4,3,4,5,3,0.0,0
3506,3506,1,0,45,1,1,967,5,2,5,5,2,5,4,4,4,4,4,5,4,4,44,20.0,1
3507,3507,1,0,49,1,2,1139,1,3,4,3,4,4,4,1,1,1,1,2,1,4,9,0.0,0
3508,3508,1,1,25,1,1,577,3,4,3,1,4,3,5,4,3,5,5,3,5,4,0,0.0,0
3509,3509,0,1,21,1,2,594,4,0,4,3,4,4,4,4,5,3,4,5,5,4,0,0.0,0
3510,3510,0,0,21,1,1,1561,4,4,4,4,5,5,5,5,4,1,2,3,1,5,0,0.0,1
3511,3511,0,0,35,1,1,1610,4,4,4,4,3,5,5,4,4,4,4,3,4,5,20,18.0,1
3512,3512,0,0,69,0,2,1090,3,2,3,4,4,3,2,4,1,1,4,3,4,4,13,0.0,0
3513,3513,0,0,58,1,1,2640,4,4,4,4,4,4,4,2,2,3,5,4,2,4,3,0.0,1
3514,3514,1,0,20,0,2,1096,4,3,4,1,3,4,3,3,1,1,4,5,5,3,0,0.0,0
3515,3515,1,0,7,0,2,1744,1,5,1,4,4,1,1,4,4,4,4,5,4,4,4,22.0,0
3516,3516,1,0,38,1,1,3939,3,3,3,3,3,3,4,3,3,3,3,3,3,2,0,0.0,0
3517,3517,0,0,60,1,2,173,3,5,5,5,3,3,3,3,2,5,3,1,3,3,49,49.0,0
3518,3518,0,1,24,1,1,239,0,5,0,4,3,0,3,3,4,4,4,5,4,3,106,105.0,1
3519,3519,0,0,54,1,1,2800,0,5,1,4,2,5,4,3,3,3,3,5,3,5,8,5.0,1
3520,3520,1,0,53,1,2,189,5,1,1,1,5,5,5,5,5,5,5,5,5,4,0,0.0,1
3521,3521,0,0,64,0,2,1180,3,5,3,1,2,3,2,2,3,2,5,4,5,2,12,3.0,0
3522,3522,1,0,28,0,2,258,2,2,2,4,5,2,5,5,3,2,3,2,4,5,13,7.0,0
3523,3523,1,0,13,0,2,1009,3,5,3,2,5,3,5,5,4,5,2,1,2,5,0,0.0,0
3524,3524,1,1,24,1,2,578,3,0,3,3,3,3,3,3,5,1,4,2,3,3,0,0.0,0
3525,3525,1,0,44,1,1,3994,1,1,1,1,5,5,4,4,4,4,4,5,4,4,2,17.0,1
3526,3526,1,0,58,1,1,1471,1,1,1,1,3,5,4,3,3,4,3,3,3,4,59,60.0,1
3527,3527,1,0,13,0,1,1097,3,1,3,2,3,3,3,3,2,3,3,4,3,3,18,11.0,0
3528,3528,0,0,30,1,1,1172,1,1,1,1,4,4,4,4,4,2,4,5,5,4,15,11.0,1
3529,3529,0,0,53,1,1,1842,2,3,2,3,1,1,2,2,2,2,2,2,2,2,0,1.0,0
3530,3530,1,0,24,1,1,2556,3,3,3,3,5,5,5,5,1,1,4,4,4,5,10,0.0,1
3531,3531,1,0,10,0,2,594,1,3,1,4,2,1,2,2,5,1,2,2,1,2,0,0.0,0
3532,3532,1,0,51,1,2,595,3,3,4,3,4,5,2,3,3,3,3,5,3,3,9,5.0,1
3533,3533,1,0,26,1,1,2586,2,4,4,4,2,2,2,4,2,3,3,2,3,2,0,0.0,0
3534,3534,1,1,40,1,1,748,4,4,4,3,5,4,2,5,1,4,2,3,4,5,0,0.0,0
3535,3535,1,0,34,0,2,563,2,2,2,2,3,2,3,3,2,5,1,4,2,3,10,0.0,0
3536,3536,0,0,55,1,2,410,3,3,3,3,3,3,3,3,4,3,3,3,4,3,125,132.0,0
3537,3537,0,1,39,1,1,282,3,3,3,3,4,3,3,4,3,5,2,4,3,4,0,0.0,1
3538,3538,1,0,67,0,0,569,1,5,2,4,2,5,5,4,4,2,4,3,4,4,0,0.0,0
3539,3539,1,1,24,1,2,230,2,3,2,3,1,2,1,1,1,2,5,1,1,1,0,3.0,0
3540,3540,1,0,43,1,1,622,5,1,5,5,3,5,5,4,4,5,4,5,4,4,1,0.0,1
3541,3541,1,1,22,1,1,603,4,3,4,3,1,4,1,1,1,3,4,3,3,1,0,32.0,0
3542,3542,1,0,30,1,0,2917,0,0,0,3,1,0,1,1,5,1,1,4,5,1,0,0.0,1
3543,3543,1,0,55,0,2,289,2,5,2,4,3,4,5,4,4,2,4,3,4,5,18,0.0,0
3544,3544,0,0,55,1,1,1787,2,2,2,2,5,5,4,5,5,4,5,3,5,3,6,40.0,1
3545,3545,1,0,70,1,1,2113,4,4,4,4,3,4,4,5,5,5,5,4,5,3,0,0.0,1
3546,3546,1,0,57,1,1,2012,5,5,4,5,2,2,5,4,4,4,3,1,4,2,12,17.0,1
3547,3547,1,0,25,1,1,577,2,2,5,2,4,4,4,4,3,4,5,4,4,4,0,0.0,1
3548,3548,1,0,62,0,2,315,2,5,2,2,5,4,4,3,3,2,3,3,3,3,15,2.0,0
3549,3549,1,0,25,1,2,325,3,5,5,5,3,3,4,3,1,1,3,4,4,3,31,8.0,0
3550,3550,1,0,36,1,1,361,4,1,4,4,5,4,4,4,4,4,4,4,4,3,43,43.0,1
3551,3551,1,1,29,1,2,761,4,4,4,4,3,4,3,3,4,4,3,3,4,3,0,20.0,0
3552,3552,1,0,47,1,1,2989,1,1,1,1,4,5,4,5,5,5,5,5,5,3,0,0.0,1
3553,3553,1,0,57,1,2,548,5,5,5,5,2,5,5,5,5,5,5,1,5,4,24,27.0,1
3554,3554,0,0,45,1,2,1183,3,3,3,3,3,3,3,3,2,4,3,4,3,3,0,0.0,0
3555,3555,1,0,30,0,2,1044,3,4,3,4,5,3,1,5,3,2,5,4,5,5,0,0.0,0
3556,3556,1,0,57,1,1,2920,2,2,2,2,5,4,4,4,4,4,4,4,4,4,0,0.0,1
3557,3557,1,0,34,0,1,946,2,4,2,3,1,3,4,4,4,2,4,4,4,4,13,4.0,0
3558,3558,0,0,26,0,2,2475,0,2,0,4,2,0,2,2,3,1,3,2,4,2,0,0.0,1
3559,3559,1,0,19,0,2,370,3,1,3,3,1,3,1,1,2,1,3,2,4,1,0,0.0,0
3560,3560,1,1,25,1,2,1167,2,3,3,3,2,3,1,2,3,2,4,3,4,2,0,0.0,0
3561,3561,0,1,37,1,1,296,3,3,3,2,4,3,4,4,5,5,5,4,5,4,0,0.0,0
3562,3562,0,0,46,1,1,3293,2,4,4,4,2,4,3,2,2,2,2,1,2,3,0,5.0,0
3563,3563,1,0,17,0,2,544,4,5,4,3,5,4,5,5,5,3,2,5,3,5,3,7.0,1
3564,3564,0,1,23,1,1,1041,0,4,0,1,3,0,3,3,5,3,5,5,5,3,0,0.0,1
3565,3565,0,1,30,1,0,641,3,3,3,4,1,3,1,1,2,3,3,4,4,1,0,0.0,0
3566,3566,1,0,14,0,2,612,3,5,3,1,4,3,4,4,5,4,4,4,4,4,0,0.0,0
3567,3567,1,0,7,0,2,481,4,5,4,3,1,4,1,1,1,5,2,2,2,1,2,0.0,1
3568,3568,0,1,30,1,1,1475,0,0,0,2,5,0,5,5,3,5,5,3,4,5,9,0.0,1
3569,3569,0,1,23,1,2,187,2,0,2,3,4,2,4,4,1,3,5,1,3,4,0,0.0,0
3570,3570,1,1,26,1,2,216,1,5,0,1,5,0,5,5,1,5,5,4,1,5,0,0.0,0
3571,3571,0,0,46,1,1,3150,0,0,0,3,4,4,4,5,5,5,5,4,5,4,0,0.0,1
3572,3572,1,0,45,0,2,109,4,5,4,2,4,3,5,1,1,4,1,4,1,5,0,0.0,0
3573,3573,1,0,31,1,1,711,3,3,3,3,4,4,4,4,3,2,5,3,4,4,24,25.0,1
3574,3574,0,0,40,1,2,601,1,4,2,4,1,1,1,1,4,2,3,1,3,1,0,0.0,0
3575,3575,1,0,61,1,1,404,5,5,5,5,2,5,4,5,5,5,5,5,5,3,0,0.0,1
3576,3576,1,0,57,1,0,120,4,2,2,2,5,4,2,3,3,4,3,3,3,2,1,4.0,1
3577,3577,1,0,21,0,1,899,1,3,1,1,4,1,5,4,5,5,4,4,1,4,9,0.0,0
3578,3578,1,0,29,1,1,2125,2,2,2,2,2,2,2,2,1,2,2,2,2,2,6,0.0,0
3579,3579,1,0,44,1,1,2239,2,2,2,2,2,4,4,5,5,5,5,5,5,4,22,22.0,1
3580,3580,0,1,34,1,2,725,2,1,1,2,3,1,1,3,3,1,2,1,3,3,21,21.0,0
3581,3581,0,1,22,1,2,377,3,0,3,2,3,3,2,3,1,2,4,5,3,3,44,38.0,0
3582,3582,1,1,33,1,1,651,1,1,1,2,4,1,5,4,5,3,5,5,4,4,0,0.0,0
3583,3583,1,0,26,0,0,868,3,2,3,3,2,3,2,2,1,4,2,2,3,2,24,17.0,0
3584,3584,1,0,30,0,1,667,1,5,1,3,4,1,4,4,3,4,4,3,4,4,4,25.0,0
3585,3585,0,1,42,1,2,427,2,5,2,2,5,2,5,5,2,5,3,5,4,5,0,12.0,0
3586,3586,0,0,51,1,1,1562,2,2,1,2,5,4,5,4,4,4,4,4,4,5,17,2.0,1
3587,3587,0,0,35,0,2,602,3,4,4,2,5,4,5,5,3,3,5,2,4,5,0,0.0,0
3588,3588,1,0,58,1,1,2880,5,5,5,5,4,5,4,4,4,4,4,4,4,5,11,9.0,1
3589,3589,1,0,41,1,2,404,4,4,4,4,3,4,3,3,2,1,5,1,5,3,34,24.0,1
3590,3590,0,0,40,1,1,649,4,2,2,2,2,4,4,4,4,4,4,4,4,4,0,0.0,0
3591,3591,1,0,23,0,2,1590,3,4,3,1,2,3,2,2,3,2,5,3,5,2,14,24.0,0
3592,3592,1,1,29,1,2,173,1,0,1,4,5,1,5,5,5,2,4,5,2,5,3,5.0,0
3593,3593,1,1,24,1,2,679,5,5,5,3,2,5,2,2,4,3,4,5,5,2,0,0.0,1
3594,3594,1,0,53,1,1,480,3,3,3,3,4,4,4,4,4,4,4,5,4,4,8,1.0,1
3595,3595,1,0,55,1,1,187,0,5,0,1,4,5,4,3,3,3,3,3,3,3,0,8.0,1
3596,3596,0,1,25,1,2,700,2,3,3,3,3,2,1,3,1,1,4,3,4,3,51,38.0,0
3597,3597,1,1,25,1,2,2402,2,2,2,4,2,2,5,2,3,1,4,3,3,2,0,0.0,0
3598,3598,1,0,37,1,2,416,2,2,4,2,2,2,2,2,3,2,3,4,4,2,0,0.0,0
3599,3599,0,0,28,1,1,551,4,4,4,4,5,5,5,5,3,2,3,3,4,5,0,0.0,1
3600,3600,0,0,51,1,1,2848,1,4,2,4,5,2,3,1,1,1,1,4,1,3,8,6.0,0
3601,3601,0,0,34,1,1,3418,5,5,5,5,5,5,5,4,2,4,4,5,5,5,320,320.0,1
3602,3602,1,0,57,1,1,528,2,2,2,2,5,5,5,4,4,4,4,5,4,4,3,0.0,1
3603,3603,0,0,17,0,0,157,4,4,4,1,2,4,2,2,5,3,4,5,5,2,62,110.0,0
3604,3604,1,0,28,1,1,347,1,1,1,1,4,4,4,4,1,3,2,2,4,4,0,0.0,1
3605,3605,0,0,46,1,1,2688,3,3,3,3,2,4,4,4,4,4,4,5,4,3,99,107.0,1
3606,3606,1,0,60,1,1,342,3,3,2,3,3,5,4,5,5,5,5,4,5,5,5,2.0,1
3607,3607,0,0,33,1,1,610,5,5,5,5,1,2,1,1,3,5,5,4,5,1,3,4.0,1
3608,3608,1,0,42,1,2,2496,4,4,4,4,4,4,3,4,4,4,4,2,4,1,3,0.0,1
3609,3609,1,1,45,1,2,1452,1,2,2,3,2,1,4,2,1,3,4,2,4,2,2,30.0,0
3610,3610,0,0,32,1,2,168,3,5,5,5,3,3,3,3,3,5,3,3,3,3,0,0.0,0
3611,3611,1,1,22,1,2,1044,2,2,2,2,5,2,5,5,4,5,4,4,4,5,0,4.0,0
3612,3612,0,0,47,1,1,666,4,4,4,4,3,5,5,5,5,5,5,5,5,3,0,0.0,1
3613,3613,0,1,42,1,2,134,3,0,3,2,2,3,2,2,1,2,1,3,3,2,69,66.0,0
3614,3614,0,0,44,1,0,500,3,1,1,1,3,3,3,3,1,3,4,2,2,3,0,5.0,1
3615,3615,1,0,32,0,2,460,3,2,3,3,2,3,2,2,1,4,4,2,4,2,0,5.0,0
3616,3616,1,0,40,1,1,326,0,0,0,5,4,4,5,5,5,5,5,5,5,5,0,0.0,1
3617,3617,1,0,40,1,1,802,2,2,2,2,2,5,4,4,4,4,4,3,4,5,1,0.0,1
3618,3618,1,0,44,1,2,1127,4,3,3,3,1,3,3,4,4,4,4,4,4,3,0,0.0,0
3619,3619,1,0,9,0,2,972,2,4,2,3,4,2,4,4,5,4,4,5,5,4,0,10.0,0
3620,3620,1,0,59,0,2,282,4,5,4,3,4,3,3,2,2,4,2,5,2,1,14,16.0,0
3622,3622,0,0,62,1,1,731,1,1,1,1,5,4,5,5,5,5,5,4,5,5,43,61.0,1
3623,3623,0,0,56,1,1,1623,5,5,3,5,4,5,5,5,5,5,5,3,5,4,0,0.0,1
3624,3624,0,0,34,1,1,1867,1,1,1,1,4,4,4,5,5,4,5,3,5,5,0,0.0,1
3625,3625,0,0,26,1,2,550,4,1,1,1,4,4,4,4,2,1,5,3,5,4,0,0.0,1
3626,3626,1,0,55,1,1,1586,1,1,1,1,3,4,4,4,4,4,4,4,4,3,0,0.0,1
3627,3627,0,0,42,1,0,588,3,3,1,1,2,3,2,2,4,1,4,4,4,2,14,11.0,0
3628,3628,0,0,24,1,1,1504,3,3,3,3,4,4,4,4,4,2,4,4,4,4,0,0.0,1
3629,3629,0,0,58,0,2,936,4,4,4,2,1,4,1,1,4,3,5,3,5,1,0,3.0,0
3630,3630,0,0,58,1,1,2342,2,2,2,2,2,5,4,4,4,4,4,5,4,5,44,21.0,1
3631,3631,0,0,47,1,1,3289,1,2,1,1,5,5,4,4,4,3,4,3,4,4,0,0.0,1
3632,3632,1,1,11,1,2,1290,1,1,1,3,3,1,3,3,3,2,4,4,3,3,4,46.0,0
3633,3633,1,0,15,0,2,1303,2,5,2,2,2,2,1,2,5,5,5,5,4,2,0,0.0,0
3634,3634,0,0,47,1,1,2613,3,3,3,3,2,5,5,4,4,4,4,5,4,4,14,18.0,1
3635,3635,1,0,23,1,2,1046,5,1,1,1,5,5,3,5,5,5,2,3,3,5,76,67.0,1
3636,3636,1,0,59,0,1,598,3,0,2,5,2,4,5,2,2,2,4,4,2,4,82,77.0,0
3637,3637,0,0,74,1,1,3321,1,5,5,5,4,1,2,1,1,1,1,3,1,1,19,48.0,0
3638,3638,1,0,19,0,1,819,2,4,2,2,3,2,3,3,1,4,1,2,3,3,37,50.0,0
3639,3639,0,0,25,0,1,669,2,5,3,3,2,3,2,2,4,4,5,3,5,2,0,0.0,0
3640,3640,1,0,45,1,1,371,3,3,3,3,4,4,4,5,5,5,5,3,5,3,8,7.0,1
3641,3641,0,0,28,0,2,408,2,4,2,3,3,2,3,3,5,5,5,4,5,3,0,12.0,0
3642,3642,0,0,13,0,2,440,4,3,4,4,5,4,1,5,3,3,3,4,4,5,2,14.0,0
3643,3643,0,0,21,1,1,2297,3,5,5,5,3,3,3,3,3,2,3,2,4,3,12,8.0,0
