,aluminium,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,target
3569,0.19,0.09,3.94,0.05,6.26,0.37,0.02,0.61,0.73,0.73,0.001,12.94,2.09,0.008,6.88,3.83,0.06,0.33,0.07,1
3570,0.26,0.76,3.63,0.07,6.04,0.78,0.08,0.29,0.02,0.007,0.001,13.51,1.86,0.007,17.73,1.27,0.05,0.11,0.06,1
3571,0.05,0.29,1.2,0.12,1.99,0.32,0.04,0.22,0.21,0.005,0.001,18.26,1.61,0.009,2.21,2.08,0.06,0.11,0.05,1
3572,0.02,0.3,3.25,0.11,0.31,0.36,0.07,0.23,0.42,0.006,0.001,14.3,1.24,0.001,24.54,7.47,0.09,0.49,0.08,1
3573,0.02,0.27,4.61,0.03,4.03,0.08,0.08,1.46,0.08,0.008,0.001,10.41,1.64,0.006,6.17,7.35,0.06,0.18,0.02,1
3574,0.09,0.61,2.95,0.08,4.09,0.4,0.05,1.05,0.4,0.007,0.001,13.86,2.27,0.003,5.67,2.53,0.05,0.41,0.07,1
3575,0.17,0.24,3.1,0.12,6.02,0.25,0.09,0.8,0.13,0.009,0.001,16.85,1.55,0.006,30.19,4.1,0.01,0.36,0.01,1
3576,0.16,0.09,1.42,0.11,5.28,0.13,0.05,0.76,0.78,0.78,0.001,5.66,1.88,0.002,11.85,4.05,0.03,0.12,0.08,1
3577,0.09,0.21,0.65,0.04,1.14,0.9,0.07,0.26,0.55,0.55,0.001,2.13,1.28,0.008,17.79,1.34,0.03,0.19,0.05,1
3578,0.02,0.68,0.79,0.11,1.72,0.67,0.09,0.59,0.75,0.75,0.001,4.18,1.41,0.01,25.26,1.03,0.02,0.02,0.06,1
3579,0.0,0.05,3.71,0.08,4.92,0.62,0.1,0.27,0.19,0.003,0.001,6.73,1.7,0.003,58.08,5.24,0.02,0.25,0.01,1
3580,0.04,0.42,2.32,0.04,4.73,0.72,0.08,0.35,0.89,0.89,0.001,3.34,2.21,0.007,11.27,7.23,0.09,0.13,0.08,1
3581,0.1,0.67,2.1,0.1,5.55,0.52,0.03,1.3,0.12,0.003,0.001,7.39,1.18,0.007,35.1,5.13,0.07,0.44,0.08,1
3582,0.01,0.49,2.45,0.07,4.14,0.61,0.01,0.79,0.15,0.008,0.001,8.5,1.78,0.002,9.82,3.51,0.08,0.21,0.0,1
3583,0.04,0.14,1.57,0.08,5.27,0.76,0.09,0.89,0.21,0.002,0.001,16.35,1.28,0.004,9.06,0.38,0.01,0.22,0.03,1
3584,0.04,0.09,1.79,0.04,2.24,0.55,0.05,1.46,0.88,0.88,0.001,17.38,1.16,0.006,26.8,2.62,0.04,0.38,0.05,1
3585,0.25,0.74,3.01,0.1,7.67,0.76,0.08,1.0,0.79,0.79,0.001,11.39,1.93,0.009,45.48,7.05,0.01,0.42,0.06,1
3586,0.08,0.15,3.85,0.1,7.46,0.29,0.05,0.47,0.54,0.54,0.001,5.5,2.61,0.006,8.2,0.8,0.04,0.4,0.03,1
3587,0.08,0.83,1.21,0.08,8.54,0.44,0.08,1.14,0.41,0.001,0.001,3.02,1.69,0.001,55.86,3.54,0.08,0.17,0.05,1
3588,0.06,0.7,4.94,0.04,6.92,0.24,0.07,0.35,0.89,0.89,0.001,17.4,1.36,0.01,46.18,3.62,0.07,0.23,0.03,1
3589,0.23,0.89,1.36,0.04,2.14,0.27,0.05,0.48,0.43,0.003,0.001,2.49,1.96,0.003,41.45,2.07,0.06,0.31,0.03,1
3590,0.28,0.24,3.86,0.11,3.04,0.25,0.03,1.43,0.51,0.51,0.001,5.95,1.56,0.005,59.22,4.76,0.05,0.4,0.03,1
3591,0.09,0.9,3.4,0.03,1.12,0.58,0.01,0.74,0.95,0.95,0.001,16.19,1.91,0.0,47.77,0.25,0.08,0.12,0.07,1
3592,0.08,0.9,1.61,0.06,2.36,0.71,0.01,1.15,0.5,0.5,0.001,17.57,2.13,0.006,54.09,2.71,0.02,0.34,0.02,1
3593,0.02,0.78,2.37,0.09,0.81,0.08,0.03,0.04,0.22,0.009,0.001,7.09,1.83,0.002,33.18,4.73,0.01,0.39,0.07,1
3594,0.06,0.98,1.03,0.11,6.63,0.3,0.07,0.79,0.7,0.7,0.001,18.34,1.05,0.009,24.6,5.81,0.0,0.44,0.08,1
3595,0.11,0.51,1.25,0.03,1.86,0.42,0.05,1.07,0.19,0.0,0.001,2.67,1.87,0.008,44.57,2.88,0.03,0.46,0.0,1
3596,0.08,0.31,3.04,0.04,3.35,0.49,0.08,1.14,0.91,0.91,0.001,6.24,1.97,0.006,19.41,0.1,0.03,0.21,0.06,1
3597,0.04,0.96,2.21,0.02,2.77,0.62,0.05,0.15,0.62,0.62,0.001,7.85,1.23,0.001,7.3,4.62,0.02,0.41,0.07,1
3598,0.39,0.92,1.25,0.03,7.65,0.14,0.05,1.31,0.91,0.91,0.001,19.13,1.48,0.002,34.83,6.44,0.04,0.01,0.08,1
3599,0.15,0.24,2.36,0.06,7.53,0.4,0.03,0.29,0.31,0.005,0.001,14.96,1.69,0.005,36.32,2.18,0.05,0.19,0.04,1
3600,0.04,0.91,4.39,0.07,0.42,0.48,0.07,0.7,0.94,0.94,0.001,13.43,1.2,0.006,12.22,6.88,0.05,0.07,0.07,1
3601,0.26,0.19,3.8,0.11,1.82,0.27,0.05,0.06,0.12,0.008,0.001,2.95,1.36,0.008,44.21,4.29,0.07,0.31,0.08,1
3602,0.08,0.04,2.11,0.08,4.96,0.46,0.04,0.79,0.43,0.005,0.001,13.59,1.14,0.006,30.31,5.75,0.04,0.35,0.02,1
3603,0.11,0.25,2.59,0.1,4.7,0.62,0.1,0.05,0.2,0.001,0.001,7.68,1.27,0.008,55.83,4.77,0.04,0.43,0.08,1
3604,0.08,0.29,3.41,0.11,3.77,0.32,0.0,1.16,0.43,0.009,0.001,12.89,1.7,0.005,58.23,6.05,0.07,0.36,0.08,1
3605,0.07,0.16,2.99,0.08,0.51,0.45,0.06,0.09,1.0,1.0,0.001,14.5,1.22,0.006,8.06,2.37,0.09,0.37,0.08,1
3606,0.03,0.88,3.73,0.1,5.03,0.82,0.05,0.41,0.67,0.67,0.001,19.25,1.66,0.001,3.29,0.14,0.04,0.49,0.07,1
3607,0.09,0.65,2.38,0.04,6.76,0.38,0.1,1.26,0.38,0.007,0.001,19.63,1.76,0.0,10.54,2.22,0.08,0.46,0.02,1
3608,0.06,0.99,1.95,0.03,0.0,0.88,0.02,1.1,0.12,0.001,0.001,17.93,2.1,0.001,13.84,4.55,0.02,0.35,0.0,1
3609,0.05,0.66,1.69,0.05,2.91,0.13,0.08,1.1,0.5,0.5,0.001,5.19,1.69,0.0,1.65,4.78,0.05,0.05,0.02,0
3610,0.05,0.81,3.1,0.04,3.03,0.08,0.06,0.14,0.89,0.89,0.001,3.16,1.97,0.008,43.97,3.44,0.01,0.22,0.02,1
3611,0.04,0.37,0.43,0.09,4.62,0.66,0.03,0.56,0.43,0.002,0.001,15.82,1.39,0.003,59.57,3.36,0.05,0.04,0.08,1
3612,0.03,0.53,3.75,0.02,2.61,0.25,0.09,0.96,0.64,0.64,0.001,17.32,1.16,0.008,55.88,7.51,0.05,0.23,0.08,1
3613,0.06,0.4,0.84,0.13,3.05,0.19,0.04,0.36,0.3,0.005,0.001,1.14,1.59,0.008,47.57,3.8,0.09,0.32,0.04,1
3614,0.02,0.05,2.51,0.07,6.2,0.08,0.07,0.57,0.68,0.68,0.001,13.14,1.22,0.009,10.59,1.06,0.1,0.07,0.03,1
3615,0.03,0.83,2.97,0.05,2.66,0.82,0.07,0.52,0.2,0.003,0.001,3.2,1.29,0.009,35.14,6.85,0.01,0.15,0.07,1
3616,0.08,0.44,0.76,0.07,7.93,0.02,0.07,1.45,0.19,0.006,0.001,17.37,1.48,0.008,32.29,6.93,0.02,0.11,0.08,1
3617,0.08,0.01,4.68,0.02,3.58,0.46,0.09,1.43,0.84,0.84,0.001,11.6,1.75,0.004,5.15,4.26,0.08,0.26,0.07,1
3618,0.05,0.56,2.42,0.02,5.08,0.54,0.09,0.54,0.45,0.0,0.001,13.53,1.16,0.005,31.97,2.06,0.03,0.15,0.0,1
3619,0.01,1.03,4.35,0.13,0.33,0.72,0.08,1.32,0.99,0.99,0.001,3.13,1.46,0.003,7.41,3.03,0.08,0.39,0.03,1
3620,0.05,0.75,1.44,0.07,5.41,0.85,0.07,0.69,0.01,0.004,0.001,11.37,1.66,0.006,29.42,4.94,0.02,0.41,0.04,1
3621,0.26,0.04,2.36,0.09,1.63,0.26,0.0,0.99,0.42,0.002,0.001,4.87,1.26,0.005,19.26,5.69,0.02,0.28,0.06,1
3622,0.03,0.14,4.53,0.07,4.16,0.6,0.08,0.84,0.15,0.001,0.001,13.22,1.28,0.009,37.98,4.13,0.01,0.48,0.01,1
3623,0.14,0.81,4.28,0.11,6.77,0.87,0.06,0.13,0.59,0.59,0.001,10.86,2.04,0.009,22.46,0.78,0.06,0.48,0.07,1
3624,0.09,0.94,1.63,0.07,2.56,0.45,0.04,1.14,0.68,0.68,0.001,9.1,1.45,0.008,20.96,3.8,0.04,0.11,0.02,1
3625,0.13,0.66,2.82,0.01,3.88,0.87,0.01,0.4,0.27,0.0,0.001,13.47,2.2,0.008,30.81,7.87,0.04,0.39,0.09,1
3626,0.07,0.05,3.71,0.07,0.62,0.84,0.0,1.31,0.42,0.005,0.001,2.46,1.77,0.001,13.32,7.18,0.03,0.24,0.08,1
3627,0.01,0.91,3.86,0.08,1.59,0.35,0.07,0.31,0.47,0.004,0.001,18.33,1.77,0.003,43.76,6.09,0.06,0.33,0.07,1
3628,0.04,0.48,3.86,0.12,3.04,0.33,0.06,1.49,0.13,0.007,0.001,16.1,1.75,0.009,16.81,7.47,0.06,0.2,0.02,1
3629,0.1,0.83,3.99,0.01,3.42,0.49,0.02,0.58,0.8,0.8,0.001,2.55,2.09,0.001,52.44,7.01,0.08,0.11,0.07,1
3630,0.04,0.22,0.26,0.07,4.25,0.3,0.08,1.12,0.02,0.006,0.001,16.46,1.95,0.007,41.83,4.26,0.02,0.16,0.01,1
3631,0.09,0.4,2.71,0.11,2.43,0.81,0.08,0.8,0.69,0.69,0.001,8.71,1.91,0.004,39.57,3.4,0.09,0.26,0.05,1
3632,0.07,0.89,0.91,0.09,3.33,0.5,0.09,1.16,0.29,0.005,0.001,7.82,1.82,0.01,11.21,7.78,0.06,0.16,0.04,1
3633,0.01,0.97,1.71,0.11,4.68,0.43,0.03,0.96,0.11,0.001,0.001,19.7,1.8,0.007,7.7,5.62,0.08,0.08,0.06,1
3634,0.03,0.63,1.25,0.01,2.8,0.54,0.08,0.87,0.9,0.9,0.001,13.88,2.13,0.008,16.37,2.55,0.06,0.17,0.02,1
3635,0.03,0.68,1.74,0.12,6.15,0.07,0.1,0.9,0.98,0.98,0.001,7.81,1.88,0.001,7.7,4.48,0.03,0.36,0.04,1
3636,0.05,0.32,1.59,0.09,7.08,0.79,0.07,0.83,0.21,0.002,0.001,7.82,1.6,0.005,10.53,0.63,0.07,0.13,0.08,1
3637,0.02,0.34,3.69,0.03,6.4,0.67,0.05,0.96,0.84,0.84,0.001,17.25,1.68,0.001,49.08,2.57,0.04,0.21,0.02,1
3638,0.12,0.68,0.51,0.13,5.72,0.8,0.04,0.93,0.62,0.62,0.001,19.75,1.92,0.001,31.6,4.21,0.06,0.07,0.02,0
3639,0.17,0.66,3.69,0.09,3.43,0.63,0.05,0.34,0.94,0.94,0.001,8.25,2.04,0.007,55.86,5.12,0.05,0.12,0.04,1
3640,0.02,0.83,2.28,0.03,4.13,0.62,0.02,1.37,0.94,0.94,0.001,8.51,1.42,0.0,47.64,5.56,0.07,0.17,0.03,1
3641,0.09,0.63,2.05,0.11,6.81,0.83,0.09,1.21,0.73,0.73,0.001,4.49,1.95,0.009,52.3,1.0,0.1,0.12,0.01,1
3642,0.11,0.47,0.34,0.08,6.17,0.04,0.06,0.77,0.52,0.52,0.001,17.6,1.82,0.009,50.22,3.55,0.1,0.24,0.06,1
3643,0.2,0.54,3.61,0.02,6.59,0.28,0.03,0.65,1.0,1.0,0.001,6.95,1.55,0.002,34.06,2.71,0.04,0.35,0.04,1
3644,0.05,0.68,2.25,0.03,0.65,0.69,0.07,0.8,0.1,0.003,0.001,19.01,1.47,0.008,24.83,4.25,0.05,0.22,0.01,1
3645,0.18,0.88,3.53,0.03,1.53,0.18,0.04,0.54,0.01,0.0,0.001,12.2,1.5,0.008,22.71,5.49,0.03,0.09,0.06,1
3646,0.3,0.91,1.75,0.03,0.56,0.77,0.03,0.57,0.71,0.71,0.001,1.7,2.01,0.006,31.82,7.23,0.09,0.2,0.0,1
3647,0.01,0.4,2.43,0.11,6.32,0.57,0.07,0.44,0.84,0.84,0.001,12.03,2.47,0.003,13.31,7.31,0.02,0.44,0.05,1
3648,0.26,0.19,1.12,0.11,6.86,0.09,0.04,0.8,0.37,0.002,0.001,17.63,1.9,0.002,41.78,4.08,0.06,0.05,0.01,0
3649,0.01,0.14,1.79,0.05,4.82,0.24,0.05,0.82,0.54,0.54,0.001,1.5,2.08,0.007,32.39,3.64,0.05,0.37,0.05,1
3650,0.09,0.94,2.19,0.1,3.18,0.14,0.04,0.16,0.89,0.89,0.001,6.7,1.79,0.003,21.41,6.42,0.03,0.33,0.08,1
3651,0.04,0.24,2.64,0.09,6.34,0.35,0.02,1.35,0.63,0.63,0.001,19.01,1.53,0.01,39.65,4.14,0.04,0.12,0.05,1
3652,0.14,0.41,2.64,0.12,3.65,0.86,0.08,1.39,0.09,0.005,0.001,16.6,1.28,0.0,31.73,3.6,0.04,0.12,0.05,1
3653,0.22,0.24,2.58,0.11,2.34,0.51,0.09,0.74,0.48,0.001,0.001,13.53,1.34,0.005,28.31,4.31,0.09,0.28,0.08,1
3654,0.12,0.86,2.58,0.03,2.97,0.82,0.01,0.92,0.14,0.006,0.001,2.16,1.37,0.01,45.09,7.31,0.06,0.42,0.06,1
3655,0.05,0.17,0.45,0.07,6.41,0.63,0.04,0.04,0.82,0.82,0.001,3.41,1.46,0.01,25.27,6.58,0.04,0.06,0.04,1
3656,0.06,0.98,3.03,0.02,3.33,0.42,0.03,1.09,0.14,0.005,0.001,15.27,2.11,0.006,27.2,1.68,0.07,0.17,0.01,1
3657,0.01,0.6,2.87,0.03,3.42,0.5,0.09,1.06,0.55,0.55,0.001,4.05,1.59,0.007,9.24,6.06,0.02,0.48,0.04,1
3658,0.08,0.76,1.41,0.13,8.22,0.03,0.0,0.66,0.54,0.54,0.001,4.81,1.95,0.0,24.29,1.6,0.02,0.21,0.05,1
3659,0.03,0.41,1.84,0.07,7.67,0.25,0.0,1.17,0.62,0.62,0.001,18.61,1.27,0.002,58.29,3.74,0.08,0.2,0.02,1
3660,0.18,0.34,2.05,0.1,4.35,0.41,0.06,1.01,0.61,0.61,0.001,18.79,1.95,0.003,30.0,0.45,0.06,0.41,0.05,1
3661,0.28,0.67,2.22,0.01,3.49,0.15,0.06,1.4,0.55,0.55,0.001,16.83,1.72,0.006,11.4,4.2,0.04,0.16,0.04,1
3662,0.02,0.56,4.43,0.04,6.26,0.23,0.02,1.38,0.13,0.008,0.001,6.04,1.61,0.003,28.51,2.08,0.04,0.08,0.0,0
3663,0.06,1.02,1.3,0.02,8.06,0.14,0.04,0.25,0.64,0.64,0.001,13.88,1.4,0.009,4.03,7.43,0.06,0.08,0.04,1
3664,0.06,0.43,1.19,0.02,2.91,0.0,0.0,1.24,0.83,0.83,0.001,1.62,1.63,0.009,44.29,6.65,0.1,0.18,0.09,1
3665,0.09,0.87,0.92,0.11,3.55,0.86,0.06,1.38,0.89,0.89,0.001,14.37,1.85,0.009,3.41,5.03,0.0,0.49,0.02,1
3666,0.39,0.56,3.2,0.02,6.95,0.81,0.07,0.78,0.89,0.89,0.001,18.07,2.39,0.004,55.11,7.69,0.01,0.41,0.09,1
3667,0.08,0.4,2.4,0.01,6.71,0.62,0.01,0.92,0.02,0.006,0.001,13.91,1.95,0.009,31.38,5.12,0.07,0.42,0.04,1
3668,0.01,0.09,2.53,0.03,5.11,0.04,0.08,0.55,0.14,0.006,0.001,12.25,1.61,0.008,28.81,7.4,0.03,0.05,0.07,1
3669,0.03,0.65,1.07,0.09,5.62,0.19,0.02,1.43,0.97,0.97,0.001,2.22,1.19,0.002,50.93,7.36,0.03,0.1,0.0,1
3670,0.06,0.06,0.77,0.13,5.42,0.42,0.05,1.26,0.42,0.005,0.001,0.84,1.59,0.008,8.12,3.04,0.05,0.37,0.05,1
3671,0.14,0.89,0.33,0.11,0.11,0.31,0.06,1.4,0.41,0.008,0.001,6.14,2.17,0.003,45.7,3.52,0.02,0.27,0.08,1
3672,0.09,0.58,1.08,0.06,7.34,0.49,0.08,1.4,0.94,0.94,0.001,0.5,2.22,0.005,9.77,5.31,0.09,0.13,0.07,1
3673,0.05,1.03,3.66,0.05,5.53,0.65,0.03,1.18,0.56,0.56,0.001,16.75,2.07,0.003,2.05,7.56,0.01,0.41,0.06,1
3674,0.07,0.95,0.98,0.07,4.68,0.1,0.07,0.37,0.74,0.74,0.001,17.6,2.16,0.006,9.99,0.91,0.06,0.18,0.03,1
3675,0.09,0.72,0.98,0.08,4.65,0.5,0.02,0.13,0.97,0.97,0.001,12.27,1.57,0.006,4.31,0.83,0.06,0.23,0.08,1
3676,0.12,0.87,0.99,0.08,7.13,0.25,0.05,0.07,0.74,0.74,0.001,15.29,1.25,0.003,34.43,2.63,0.08,0.22,0.06,1
3677,0.04,0.52,0.83,0.03,3.42,0.57,0.0,0.75,0.82,0.82,0.001,11.85,1.89,0.006,1.66,4.4,0.08,0.35,0.01,1
3678,0.0,0.14,0.88,0.03,0.77,0.78,0.05,1.32,0.59,0.59,0.001,9.59,2.25,0.005,19.96,4.02,0.04,0.03,0.06,1
3679,0.08,0.12,2.41,0.12,2.98,0.15,0.09,0.96,0.31,0.009,0.001,8.49,1.69,0.006,33.83,6.83,0.07,0.04,0.07,1
3680,0.11,0.34,2.78,0.11,0.59,0.17,0.08,1.03,0.27,0.002,0.001,17.5,1.54,0.006,18.62,2.73,0.1,0.34,0.08,1
3681,0.07,0.38,4.09,0.02,2.9,0.11,0.01,1.31,0.15,0.009,0.001,5.25,1.56,0.008,18.0,5.37,0.02,0.21,0.0,1
3682,0.04,0.73,4.46,0.04,3.15,0.69,0.05,1.1,0.29,0.0,0.001,0.92,2.03,0.004,32.46,1.97,0.07,0.25,0.01,1
3683,0.19,0.74,4.1,0.09,1.66,0.11,0.05,1.06,0.5,0.5,0.001,15.82,1.7,0.005,32.97,5.52,0.06,0.42,0.09,1
3684,0.02,0.33,4.26,0.08,6.01,0.72,0.05,0.89,0.84,0.84,0.001,9.46,2.15,0.007,28.61,5.77,0.07,0.14,0.03,1
3685,0.24,0.25,3.9,0.04,1.62,0.29,0.01,1.48,0.67,0.67,0.001,18.01,2.13,0.002,14.94,3.93,0.07,0.31,0.08,1
3686,0.09,0.55,3.65,0.04,6.98,0.21,0.1,0.82,0.01,0.007,0.001,7.36,1.96,0.003,36.92,5.87,0.02,0.21,0.07,1
3687,0.07,0.15,1.36,0.06,5.36,0.57,0.09,0.62,0.36,0.005,0.001,10.1,1.72,0.003,52.85,7.5,0.02,0.09,0.03,1
3688,0.03,0.35,1.19,0.09,1.56,0.48,0.09,0.85,0.19,0.0,0.001,13.3,1.24,0.001,16.59,5.17,0.08,0.04,0.05,1
3689,0.07,0.71,2.04,0.04,7.83,0.85,0.03,0.38,0.38,0.006,0.001,15.15,2.05,0.007,1.84,5.54,0.07,0.4,0.04,1
3690,0.04,0.77,0.51,0.04,6.72,0.63,0.05,0.53,0.43,0.009,0.001,7.1,1.54,0.008,1.86,2.26,0.08,0.32,0.07,1
3691,0.02,0.56,3.23,0.03,6.11,0.83,0.02,0.64,0.47,0.007,0.001,18.46,1.94,0.006,45.91,2.84,0.04,0.41,0.06,1
3692,0.02,0.26,3.13,0.11,4.01,0.2,0.05,0.13,0.94,0.94,0.001,6.06,2.02,0.002,32.03,4.64,0.04,0.05,0.02,0
3693,0.21,0.16,2.65,0.1,5.35,0.37,0.07,1.45,0.49,0.001,0.001,14.23,1.86,0.001,27.66,2.07,0.04,0.5,0.09,1
3694,0.08,0.96,1.93,0.11,3.42,0.87,0.04,0.43,0.94,0.94,0.001,4.25,1.55,0.003,56.99,4.67,0.07,0.27,0.06,1
3695,0.07,0.52,1.69,0.11,6.62,0.64,0.01,1.5,0.1,0.002,0.001,4.4,2.37,0.0,58.32,0.82,0.07,0.36,0.0,1
3696,0.07,0.07,1.62,0.12,5.71,0.44,0.03,0.3,0.56,0.56,0.001,10.59,2.53,0.006,54.75,7.55,0.06,0.1,0.02,1
3697,0.04,0.28,4.27,0.06,3.52,0.11,0.04,0.27,0.26,0.005,0.001,18.03,2.11,0.001,51.57,4.29,0.02,0.42,0.08,1
3698,0.01,0.2,4.53,0.09,3.17,0.3,0.08,1.31,0.78,0.78,0.001,16.0,1.61,0.003,11.26,2.89,0.05,0.4,0.09,1
3699,0.08,0.38,2.55,0.03,2.51,0.17,0.07,1.17,0.28,0.002,0.001,1.39,1.16,0.009,23.92,4.69,0.0,0.28,0.02,1
3700,0.03,0.67,4.02,0.01,3.2,0.65,0.09,0.51,0.02,0.008,0.001,1.24,1.22,0.01,54.17,7.71,0.08,0.32,0.0,1
3701,0.03,0.09,3.1,0.1,2.04,0.59,0.08,0.12,0.66,0.66,0.001,9.18,1.71,0.01,30.34,0.4,0.0,0.08,0.03,0
3702,0.07,0.56,3.71,0.11,3.44,0.32,0.09,1.12,0.41,0.002,0.001,7.39,1.08,0.005,31.98,5.34,0.08,0.29,0.0,1
3703,0.01,1.0,4.33,0.11,1.42,0.12,0.06,1.04,0.29,0.009,0.001,15.52,1.71,0.007,11.89,1.2,0.02,0.4,0.07,1
3704,0.38,0.56,2.45,0.04,4.86,0.16,0.09,0.05,0.52,0.52,0.001,10.68,1.88,0.003,48.41,4.26,0.05,0.34,0.06,1
3705,0.04,0.34,1.99,0.06,6.68,0.03,0.02,0.43,0.73,0.73,0.001,10.31,1.68,0.009,7.74,3.63,0.02,0.12,0.01,1
3706,0.01,0.05,1.96,0.09,4.53,0.02,0.09,0.05,0.22,0.009,0.001,18.12,1.43,0.01,40.73,4.27,0.09,0.18,0.03,1
3707,0.09,1.03,3.03,0.01,1.23,0.71,0.03,1.41,0.99,0.99,0.001,9.34,1.4,0.004,52.35,2.18,0.04,0.24,0.06,1
3708,0.03,0.36,0.86,0.13,7.85,0.07,0.04,0.43,0.46,0.002,0.001,16.48,2.44,0.006,22.9,0.97,0.03,0.23,0.06,1
3709,0.07,0.41,3.49,0.11,5.44,0.56,0.03,1.36,0.82,0.82,0.001,13.96,1.42,0.006,10.6,3.76,0.02,0.45,0.06,1
3710,0.01,0.36,1.69,0.12,8.11,0.07,0.09,1.2,0.59,0.59,0.001,19.04,1.91,0.007,44.63,5.18,0.06,0.07,0.02,1
3711,0.07,0.57,3.93,0.11,1.18,0.56,0.03,0.99,0.43,0.006,0.001,9.25,1.86,0.006,13.35,4.28,0.02,0.05,0.02,0
3712,0.0,0.38,1.43,0.05,6.88,0.37,0.04,0.22,0.13,0.004,0.001,5.33,1.26,0.002,20.38,7.54,0.0,0.47,0.06,1
3713,0.04,0.33,4.24,0.04,0.6,0.76,0.02,0.34,0.65,0.65,0.001,1.71,1.29,0.003,29.01,4.91,0.01,0.36,0.02,1
3714,0.08,0.66,1.43,0.1,6.27,0.28,0.06,0.78,0.54,0.54,0.001,8.94,1.27,0.001,23.37,1.7,0.07,0.37,0.05,1
3715,0.04,0.41,2.9,0.01,2.45,0.05,0.02,1.1,1.0,1.0,0.001,8.05,1.75,0.003,28.54,3.43,0.09,0.1,0.0,1
3716,0.04,0.4,1.67,0.02,2.73,0.01,0.08,1.46,0.76,0.76,0.001,4.8,1.68,0.009,30.22,0.96,0.07,0.4,0.06,1
3717,0.03,0.18,2.24,0.1,8.15,0.36,0.02,0.51,0.71,0.71,0.001,13.02,1.63,0.006,9.4,7.64,0.05,0.31,0.03,1
3718,0.05,0.76,3.84,0.05,5.33,0.84,0.1,0.62,0.72,0.72,0.001,16.51,2.21,0.004,25.85,1.06,0.06,0.4,0.02,1
3719,0.07,0.38,3.73,0.05,4.53,0.45,0.04,1.05,0.97,0.97,0.001,6.52,1.45,0.006,44.22,6.28,0.01,0.42,0.08,1
3720,0.07,0.97,3.94,0.09,6.12,0.39,0.03,0.4,0.88,0.88,0.001,12.44,1.31,0.01,13.02,6.96,0.05,0.03,0.03,1
3721,0.01,0.47,0.32,0.11,6.81,0.84,0.09,0.83,0.07,0.008,0.018,1.05,1.71,0.009,38.15,2.15,0.03,0.21,0.04,1
3722,0.09,0.89,0.79,0.11,7.5,0.62,0.07,1.46,0.84,0.84,0.136,16.71,1.88,0.007,34.59,5.67,0.06,0.15,0.08,1
3723,0.05,0.26,2.7,0.12,5.92,0.89,0.05,0.52,0.45,0.008,0.025,18.38,1.29,0.009,8.14,7.12,0.09,0.26,0.04,1
3724,0.05,0.14,4.07,0.04,4.44,0.19,0.01,0.75,0.08,0.001,0.034,5.44,1.81,0.008,39.24,1.84,0.07,0.14,0.07,1
3725,0.07,0.16,4.68,0.04,5.8,0.69,0.05,0.21,0.35,0.003,0.016,5.82,1.58,0.001,1.99,7.51,0.04,0.4,0.01,1
3726,0.08,0.19,3.85,0.05,6.37,0.73,0.05,0.27,0.88,0.88,0.183,8.61,1.99,0.006,19.53,3.24,0.06,0.09,0.07,1
3727,0.06,0.1,1.95,0.09,7.76,0.76,0.07,1.42,0.8,0.8,0.107,14.63,2.2,0.002,55.05,3.91,0.08,0.13,0.04,1
3728,0.11,0.56,2.83,0.11,2.47,0.11,0.1,1.3,0.93,0.93,0.075,13.05,1.91,0.008,16.46,4.37,0.05,0.22,0.05,1
3729,0.1,0.76,3.71,0.11,3.46,0.55,0.08,0.91,0.75,0.75,0.191,1.41,1.32,0.005,55.73,0.05,0.09,0.25,0.02,1
3730,0.2,0.32,4.29,0.02,8.24,0.49,0.04,0.89,0.78,0.78,0.038,2.24,1.29,0.009,3.06,3.71,0.02,0.36,0.06,1
3731,0.05,0.81,4.39,0.11,6.43,0.58,0.08,0.04,0.46,0.002,0.089,8.25,1.89,0.0,16.64,1.66,0.06,0.33,0.05,1
3732,0.05,0.57,4.68,0.01,6.95,0.2,0.02,0.73,0.06,0.001,0.157,10.92,1.96,0.006,26.32,1.34,0.03,0.06,0.04,1
3733,0.13,0.27,4.59,0.12,5.85,0.64,0.06,0.27,0.42,0.008,0.062,5.33,1.57,0.009,14.74,7.76,0.06,0.03,0.09,1
3734,0.0,0.48,3.03,0.08,2.23,0.82,0.04,0.69,0.77,0.77,0.052,9.5,1.95,0.002,5.2,6.6,0.01,0.03,0.04,1
3735,0.06,0.83,1.51,0.04,2.79,0.06,0.01,1.15,0.97,0.97,0.015,13.26,1.42,0.007,15.26,0.7,0.01,0.23,0.07,1
3736,0.39,0.17,2.58,0.01,7.04,0.32,0.05,0.53,0.35,0.007,0.03,7.32,2.17,0.009,26.02,4.94,0.01,0.39,0.09,1
3737,0.21,0.15,3.18,0.02,4.02,0.43,0.04,0.69,0.74,0.74,0.046,12.11,2.12,0.003,4.79,1.55,0.01,0.47,0.0,1
3738,0.05,0.82,0.81,0.03,3.14,0.41,0.04,1.04,0.17,0.0,0.2,16.3,1.63,0.005,48.11,4.52,0.06,0.45,0.05,1
3739,0.02,0.66,0.91,0.03,3.14,0.65,0.03,0.49,0.97,0.97,0.163,17.76,1.41,0.002,19.84,1.27,0.01,0.15,0.06,1
