,height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,target
1282,10,51,510,5.1,0.41,0.667,3.12,209,340,67,0
1283,12,69,828,5.75,0.4,0.74,3.48,331,613,95,0
1284,10,121,1210,12.1,0.402,0.849,2.7,486,1027,180,0
1285,12,118,1416,9.833,0.35,0.778,2.98,495,1102,166,0
1286,12,105,1260,8.75,0.37,0.717,2.91,466,903,160,0
1287,33,28,924,0.848,0.098,0.271,5.69,91,250,16,3
1288,17,60,1020,3.529,0.139,0.371,7.1,142,378,20,3
1289,10,33,330,3.3,0.282,0.839,1.82,93,277,51,0
1290,10,50,500,5.0,0.472,0.812,2.74,236,406,86,0
1291,10,98,980,9.8,0.392,0.849,2.49,384,832,154,0
1292,10,1,10,0.1,1.0,1.0,10.0,10,10,1,2
1293,9,108,972,12.0,0.389,0.88,2.22,378,855,170,0
1294,14,186,2604,13.286,0.307,0.652,2.5,799,1698,319,0
1295,6,39,234,6.5,0.466,0.889,2.1,109,208,52,0
1296,6,89,534,14.833,0.403,0.82,2.03,215,438,106,0
1297,4,65,260,16.25,0.296,0.631,2.66,77,164,29,0
1298,7,389,2723,55.571,0.167,0.584,1.19,455,1591,381,0
1299,3,3,9,1.0,0.778,0.778,7.0,7,7,1,0
1300,19,45,855,2.368,0.243,0.582,3.01,208,498,69,0
1301,24,96,2304,4.0,0.208,0.504,3.18,480,1161,151,0
1302,18,79,1422,4.389,0.257,0.616,3.17,365,876,115,0
1303,24,64,1536,2.667,0.227,0.57,3.38,348,875,103,0
1304,18,48,864,2.667,0.264,0.524,4.3,228,453,53,0
1305,18,64,1152,3.556,0.261,0.705,3.24,301,812,93,0
1306,12,10,120,0.833,0.442,0.792,5.3,53,95,10,0
1307,9,35,315,3.889,0.273,0.654,1.65,86,206,52,0
1308,9,77,693,8.556,0.251,0.56,1.87,174,388,93,0
1309,9,21,189,2.333,0.302,0.614,1.9,57,116,30,0
1310,9,23,207,2.556,0.169,0.319,2.92,35,66,12,0
1311,10,26,260,2.6,0.312,0.577,2.03,81,150,40,0
1312,9,264,2376,29.333,0.261,0.612,1.99,619,1455,311,0
1313,5,7,35,1.4,0.229,0.6,2.67,8,21,3,3
1314,10,197,1970,19.7,0.245,0.751,1.87,482,1479,258,0
1315,9,68,612,7.556,0.335,0.789,2.33,205,483,88,0
1316,9,17,153,1.889,0.144,0.458,3.14,22,70,7,3
1317,4,8,32,2.0,0.344,0.531,5.5,11,17,2,3
1318,85,69,5865,0.812,0.165,0.441,1.44,969,2588,674,3
1319,13,13,169,1.0,0.124,0.45,3.5,21,76,6,3
1320,7,55,385,7.857,0.374,0.821,2.09,144,316,69,0
1321,7,41,287,5.857,0.425,0.993,1.97,122,285,62,0
1322,8,67,536,8.375,0.392,0.724,2.31,210,388,91,0
1323,7,12,84,1.714,0.476,0.762,2.86,40,64,14,0
1324,7,26,182,3.714,0.33,0.786,2.07,60,143,29,0
1325,8,35,280,4.375,0.321,0.775,1.76,90,217,51,0
1326,10,272,2720,27.2,0.279,0.789,1.98,758,2147,382,0
1327,9,272,2448,30.222,0.269,0.696,1.93,659,1704,342,0
1328,14,19,266,1.357,0.128,0.541,2.83,34,144,12,3
1329,14,19,266,1.357,0.113,0.504,30.0,30,134,1,3
1330,9,271,2439,30.111,0.284,0.677,1.93,692,1651,358,0
1331,10,271,2710,27.1,0.251,0.754,1.88,679,2044,362,0
1332,10,272,2720,27.2,0.232,0.65,1.98,631,1767,319,0
1333,15,14,210,0.933,0.11,0.338,1.92,23,71,12,3
1334,10,271,2710,27.1,0.249,0.704,1.89,675,1908,358,0
1335,9,271,2439,30.111,0.292,0.727,1.9,712,1774,374,0
1336,7,24,168,3.429,0.101,0.298,1.89,17,50,9,3
1337,10,271,2710,27.1,0.267,0.698,1.96,724,1892,369,0
1338,5,12,60,2.4,0.133,0.267,4.0,8,16,2,3
1339,8,5,40,0.625,0.275,0.45,3.67,11,18,3,3
1340,9,271,2439,30.111,0.285,0.707,1.82,696,1724,382,0
1341,4,5,20,1.25,0.35,0.8,2.33,7,16,3,3
1342,9,272,2448,30.222,0.277,0.67,1.86,679,1640,365,0
1343,7,15,105,2.143,0.114,0.295,2.4,12,31,5,3
1344,8,271,2168,33.875,0.314,0.819,1.82,681,1775,375,0
1345,7,13,91,1.857,0.154,0.484,2.0,14,44,7,3
1346,9,198,1782,22.0,0.289,0.681,1.88,515,1213,274,0
1347,4,7,28,1.75,0.286,1.0,2.0,8,28,4,3
1348,4,5,20,1.25,0.35,0.8,2.33,7,16,3,3
1349,5,3,15,0.6,0.467,0.6,3.5,7,9,2,3
1350,7,4,28,0.571,0.286,0.357,8.0,8,10,1,0
1351,7,65,455,9.286,0.316,0.848,1.52,144,386,95,0
1352,23,271,6233,11.783,0.126,0.359,1.87,786,2239,420,0
1353,8,29,232,3.625,0.384,0.884,2.07,89,205,43,0
1354,8,7,56,0.875,0.304,0.946,1.55,17,53,11,0
1355,8,11,88,1.375,0.318,0.864,1.33,28,76,21,0
1356,8,69,552,8.625,0.279,0.687,1.5,154,379,103,0
1357,8,55,440,6.875,0.243,0.657,1.39,107,289,77,0
1358,8,240,1920,30.0,0.194,0.515,1.34,373,988,279,0
1359,7,22,154,3.143,0.156,0.519,1.6,24,80,15,0
1360,8,272,2176,34.0,0.189,0.688,1.32,411,1497,311,0
1361,8,272,2176,34.0,0.186,0.539,1.35,404,1172,299,0
1362,11,271,2981,24.636,0.177,0.588,1.49,527,1752,353,0
1363,7,213,1491,30.429,0.199,0.733,1.25,296,1093,237,0
1364,11,272,2992,24.727,0.168,0.595,1.43,504,1781,352,0
1365,5,9,45,1.8,0.178,0.533,1.6,8,24,5,3
1366,8,34,272,4.25,0.309,0.908,1.5,84,247,56,0
1367,8,7,56,0.875,0.393,0.946,2.0,22,53,11,0
1368,10,15,150,1.5,0.247,0.72,1.61,37,108,23,0
1369,8,21,168,2.625,0.28,0.923,1.38,47,155,34,0
1370,8,28,224,3.5,0.299,0.969,1.6,67,217,42,0
1371,10,60,600,6.0,0.203,0.595,1.44,122,357,85,0
1372,7,12,84,1.714,0.369,0.857,1.55,31,72,20,0
1373,7,6,42,0.857,0.214,0.286,9.0,9,12,1,0
1374,7,7,49,1.0,0.367,1.0,1.38,18,49,13,0
1375,6,17,102,2.833,0.343,0.873,1.3,35,89,27,0
1376,100,49,4900,0.49,0.093,0.4,1.77,458,1958,259,3
1377,16,30,480,1.875,0.133,0.471,2.29,64,226,28,3
1378,10,7,70,0.7,0.157,0.6,1.57,11,42,7,3
1379,8,54,432,6.75,0.245,0.745,1.29,106,322,82,0
1380,10,179,1790,17.9,0.2,0.758,1.41,358,1356,254,0
1381,6,5,30,0.833,0.233,0.633,1.75,7,19,4,3
1382,8,25,200,3.125,0.33,1.0,1.65,66,200,40,0
1383,6,12,72,2.0,0.139,0.514,1.43,10,37,7,3
1384,81,49,3969,0.605,0.113,0.398,2.26,449,1580,199,3
1385,10,271,2710,27.1,0.197,0.748,1.38,533,2027,386,0
1386,10,271,2710,27.1,0.188,0.665,1.31,509,1803,388,0
1387,6,6,36,1.0,0.194,0.417,3.5,7,15,2,3
1388,6,9,54,1.5,0.148,0.296,4.0,8,16,2,3
1389,10,272,2720,27.2,0.187,0.649,1.38,508,1765,368,0
1390,21,68,1428,3.238,0.052,0.109,5.69,74,156,13,3
1391,10,271,2710,27.1,0.199,0.717,1.42,540,1942,381,0
1392,7,47,329,6.714,0.158,0.289,5.78,52,95,9,3
1393,13,8,104,0.615,0.154,0.769,1.07,16,80,15,3
1394,11,271,2981,24.636,0.198,0.628,1.52,591,1872,388,0
1395,8,1,8,0.125,0.875,1.0,7.0,7,8,1,3
1396,8,9,72,1.125,0.125,0.319,4.5,9,23,2,3
1397,10,272,2720,27.2,0.211,0.772,1.43,573,2101,401,0
1398,10,272,2720,27.2,0.206,0.786,1.4,559,2139,399,0
1399,2,49,98,24.5,0.51,0.51,50.0,50,50,1,1
1400,7,10,70,1.429,0.286,0.886,1.82,20,62,11,0
1401,6,9,54,1.5,0.352,0.87,1.58,19,47,12,0
1402,8,10,80,1.25,0.313,0.675,1.92,25,54,13,0
1403,4,9,36,2.25,0.417,1.0,1.67,15,36,9,0
1404,8,25,200,3.125,0.28,0.825,1.6,56,165,35,0
1405,8,37,296,4.625,0.334,0.993,1.29,99,294,77,0
1406,10,51,510,5.1,0.22,0.841,1.29,112,429,87,0
1407,10,100,1000,10.0,0.212,0.702,1.45,212,702,146,0
1408,8,31,248,3.875,0.298,0.871,1.45,74,216,51,0
1409,7,5,35,0.714,0.2,0.429,7.0,7,15,1,0
1410,8,240,1920,30.0,0.193,0.635,1.4,370,1220,264,0
1411,7,11,77,1.571,0.351,0.87,1.8,27,67,15,0
1412,10,236,2360,23.6,0.183,0.572,1.31,432,1349,330,0
1413,8,135,1080,16.875,0.077,0.294,1.54,83,317,54,0
1414,8,272,2176,34.0,0.187,0.568,1.41,407,1236,288,0
1415,8,62,496,7.75,0.218,0.629,1.57,108,312,69,0
1416,7,38,266,5.429,0.308,0.789,1.55,82,210,53,0
1417,8,272,2176,34.0,0.197,0.629,1.38,428,1369,310,0
1418,10,261,2610,26.1,0.183,0.515,1.49,477,1343,321,0
1419,8,271,2168,33.875,0.217,0.786,1.29,470,1704,364,0
1420,8,245,1960,30.625,0.198,0.555,1.36,389,1088,286,0
1421,10,272,2720,27.2,0.191,0.578,1.49,520,1571,348,0
1422,11,272,2992,24.727,0.171,0.61,1.47,511,1824,348,0
1423,10,271,2710,27.1,0.173,0.557,1.47,469,1510,318,0
1424,8,108,864,13.5,0.235,0.618,1.41,203,534,144,0
1425,10,125,1250,12.5,0.19,0.526,1.39,237,657,170,0
1426,6,24,144,4.0,0.292,0.764,1.56,42,110,27,0
1427,8,37,296,4.625,0.182,0.649,1.35,54,192,40,0
1428,8,98,784,12.25,0.282,0.864,1.42,221,677,156,0
1429,10,93,930,9.3,0.206,0.794,1.48,192,738,130,0
1430,7,23,161,3.286,0.373,0.851,1.71,60,137,35,0
1431,11,271,2981,24.636,0.162,0.542,1.36,483,1616,355,0
1432,11,271,2981,24.636,0.176,0.671,1.39,525,2001,378,0
1433,8,71,568,8.875,0.238,0.701,1.47,135,398,92,0
1434,10,60,600,6.0,0.223,0.607,1.47,134,364,91,0
1435,10,47,470,4.7,0.223,0.706,1.62,105,332,65,0
1436,7,7,49,1.0,0.429,1.0,1.91,21,49,11,0
1437,7,38,266,5.429,0.327,0.951,1.38,87,253,63,0
1438,5,12,60,2.4,0.267,0.733,1.78,16,44,9,0
1439,10,234,2340,23.4,0.188,0.614,1.38,441,1437,319,0
1440,10,271,2710,27.1,0.187,0.602,1.35,508,1632,375,0
1441,11,189,2079,17.182,0.174,0.613,1.41,361,1275,256,0
1442,8,65,520,8.125,0.269,0.725,1.4,140,377,100,0
1443,10,147,1470,14.7,0.168,0.55,1.29,247,809,191,0
1444,11,271,2981,24.636,0.168,0.598,1.35,502,1784,371,0
1445,8,261,2088,32.625,0.218,0.773,1.34,455,1615,340,0
1446,10,271,2710,27.1,0.193,0.769,1.28,524,2084,409,0
1447,10,173,1730,17.3,0.09,0.375,1.52,155,649,102,0
1448,10,197,1970,19.7,0.144,0.589,1.25,284,1160,228,0
1449,9,258,2322,28.667,0.173,0.581,1.28,401,1350,313,0
1450,8,96,768,12.0,0.111,0.479,1.35,85,368,63,0
1451,10,271,2710,27.1,0.176,0.574,1.39,476,1556,342,0
1452,10,271,2710,27.1,0.193,0.693,1.37,522,1878,380,0
1453,7,48,336,6.857,0.292,0.804,1.53,98,270,64,0
1454,11,243,2673,22.091,0.117,0.342,1.41,314,914,223,0
1455,8,88,704,11.0,0.195,0.756,1.49,137,532,92,0
1456,8,78,624,9.75,0.244,0.745,1.35,152,465,113,0
1457,9,175,1575,19.444,0.19,0.568,1.35,299,894,221,0
1458,7,17,119,2.429,0.328,0.731,1.44,39,87,27,0
1459,7,14,98,2.0,0.357,0.959,1.84,35,94,19,0
1460,8,46,368,5.75,0.285,0.791,1.42,105,291,74,0
1461,9,34,306,3.778,0.225,0.755,1.57,69,231,44,0
1462,7,7,49,1.0,0.347,0.939,1.89,17,46,9,0
1463,7,11,77,1.571,0.351,0.87,1.5,27,67,18,0
1464,7,14,98,2.0,0.357,0.867,1.75,35,85,20,0
1465,7,21,147,3.0,0.313,0.966,1.48,46,142,31,0
1466,7,8,56,1.143,0.25,0.768,1.56,14,43,9,0
1467,7,29,203,4.143,0.281,0.842,1.46,57,171,39,0
1468,10,271,2710,27.1,0.168,0.612,1.29,454,1659,351,0
1469,8,71,568,8.875,0.136,0.384,1.31,77,218,59,0
1470,8,25,200,3.125,0.24,0.91,1.45,48,182,33,0
1471,9,238,2142,26.444,0.168,0.614,1.26,359,1316,285,0
1472,6,187,1122,31.167,0.188,0.591,1.26,211,663,168,0
1473,6,17,102,2.833,0.245,0.598,1.56,25,61,16,0
1474,6,15,90,2.5,0.278,0.744,1.92,25,67,13,0
1475,10,215,2150,21.5,0.133,0.464,1.2,287,997,239,0
1476,11,103,1133,9.364,0.156,0.576,1.44,177,653,123,0
1477,8,263,2104,32.875,0.154,0.549,1.19,325,1156,274,0
1478,8,15,120,1.875,0.3,0.642,1.57,36,77,23,0
1479,8,26,208,3.25,0.264,0.62,1.45,55,129,38,0
1480,2,7,14,3.5,0.5,0.929,3.5,7,13,2,0
1481,7,7,49,1.0,0.286,0.633,1.56,14,31,9,0
1482,7,30,210,4.286,0.295,0.876,1.77,62,184,35,0
1483,7,18,126,2.571,0.31,0.96,1.39,39,121,28,0
1484,8,29,232,3.625,0.207,0.651,1.6,48,151,30,0
1485,6,20,120,3.333,0.175,0.792,1.5,21,95,14,0
1486,5,18,90,3.6,0.378,0.956,1.62,34,86,21,0
1487,5,8,40,1.6,0.425,1.0,1.89,17,40,9,0
1488,5,7,35,1.4,0.4,0.657,2.33,14,23,6,0
1489,5,12,60,2.4,0.383,0.883,1.92,23,53,12,0
1490,8,126,1008,15.75,0.188,0.685,1.27,189,690,149,0
1491,8,21,168,2.625,0.262,0.696,1.52,44,117,29,0
1492,8,99,792,12.375,0.199,0.662,1.39,158,524,114,0
1493,9,81,729,9.0,0.187,0.542,1.49,136,395,91,0
1494,6,69,414,11.5,0.28,0.744,1.4,116,308,83,0
1495,8,80,640,10.0,0.184,0.544,1.4,118,348,84,0
1496,7,128,896,18.286,0.203,0.663,1.33,182,594,137,0
1497,1,10,10,10.0,0.8,1.0,4.0,8,10,2,0
1498,804,11,8844,0.014,0.191,0.233,15.64,1689,2058,108,2
1499,6,129,774,21.5,0.195,0.565,1.35,151,437,112,0
1500,5,52,260,10.4,0.208,0.542,1.35,54,141,40,0
1501,5,12,60,2.4,0.317,0.75,1.46,19,45,13,0
1502,5,21,105,4.2,0.295,0.733,1.48,31,77,21,0
1503,5,6,30,1.2,0.333,0.967,2.5,10,29,4,0
1504,5,38,190,7.6,0.426,0.989,1.42,81,188,57,0
1505,5,13,65,2.6,0.308,0.831,1.82,20,54,11,0
1506,5,6,30,1.2,0.367,0.767,3.67,11,23,3,0
1507,5,15,75,3.0,0.4,0.947,1.67,30,71,18,0
1508,5,53,265,10.6,0.223,0.611,1.28,59,162,46,0
1509,5,34,170,6.8,0.224,0.606,1.31,38,103,29,0
1510,5,30,150,6.0,0.36,0.947,1.26,54,142,43,0
1511,6,25,150,4.167,0.34,0.887,1.42,51,133,36,0
1512,6,2,12,0.333,0.583,1.0,7.0,7,12,1,0
1513,8,12,96,1.5,0.208,0.771,1.11,20,74,18,0
1514,7,14,98,2.0,0.255,0.735,1.56,25,72,16,0
1515,7,14,98,2.0,0.337,0.99,1.65,33,97,20,0
1516,7,8,56,1.143,0.357,1.0,2.86,20,56,7,0
1517,7,9,63,1.286,0.317,0.984,2.22,20,62,9,0
1518,7,4,28,0.571,0.357,0.571,5.0,10,16,2,0
1519,7,32,224,4.571,0.339,0.786,1.46,76,176,52,0
1520,9,29,261,3.222,0.234,0.709,1.3,61,185,47,0
1521,5,4,20,0.8,0.35,0.85,1.75,7,17,4,0
1522,5,8,40,1.6,0.425,0.975,1.55,17,39,11,0
1523,4,11,44,2.75,0.364,0.955,1.33,16,42,12,0
1524,6,50,300,8.333,0.213,0.577,1.31,64,173,49,0
1525,6,28,168,4.667,0.149,0.375,1.47,25,63,17,0
1526,5,43,215,8.6,0.233,0.8,1.35,50,172,37,0
1527,5,75,375,15.0,0.259,0.867,1.18,97,325,82,0
1528,4,18,72,4.5,0.333,0.667,1.71,24,48,14,0
1529,9,16,144,1.778,0.222,0.479,1.33,32,69,24,0
1530,10,79,790,7.9,0.163,0.42,1.25,129,332,103,0
1531,9,158,1422,17.556,0.217,0.535,1.45,308,761,212,0
1532,1,114,114,114.0,0.939,1.0,21.4,107,114,5,1
1533,1,41,41,41.0,0.927,1.0,12.67,38,41,3,1
1534,4,6,24,1.5,0.333,0.792,2.0,8,19,4,0
1535,6,49,294,8.167,0.241,0.633,1.42,71,186,50,0
1536,6,32,192,5.333,0.292,0.698,1.37,56,134,41,0
1537,7,37,259,5.286,0.243,0.71,1.34,63,184,47,0
1538,6,19,114,3.167,0.254,0.956,1.16,29,109,25,0
1539,6,28,168,4.667,0.292,0.875,1.29,49,147,38,0
1540,6,12,72,2.0,0.319,0.653,2.09,23,47,11,0
1541,4,28,112,7.0,0.455,1.0,1.27,51,112,40,0
1542,1,33,33,33.0,0.667,1.0,3.67,22,33,6,1
1543,14,29,406,2.071,0.14,0.502,1.63,57,204,35,0
1544,1,106,106,106.0,0.858,1.0,15.17,91,106,6,1
1545,10,12,120,1.2,0.183,0.392,2.2,22,47,10,0
1546,9,16,144,1.778,0.16,0.5,1.92,23,72,12,0
1547,9,16,144,1.778,0.208,0.542,2.14,30,78,14,0
1548,8,11,88,1.375,0.159,0.477,1.75,14,42,8,0
1549,7,27,189,3.857,0.164,0.397,2.58,31,75,12,0
1550,6,6,36,1.0,0.306,0.556,3.67,11,20,3,0
1551,6,13,78,2.167,0.295,0.897,1.64,23,70,14,0
1552,7,41,287,5.857,0.209,0.652,1.36,60,187,44,0
1553,7,41,287,5.857,0.22,0.756,1.47,63,217,43,0
1554,6,7,42,1.167,0.405,0.833,1.89,17,35,9,0
1555,6,13,78,2.167,0.295,0.872,1.44,23,68,16,0
1556,6,41,246,6.833,0.232,0.927,1.3,57,228,44,0
1557,6,40,240,6.667,0.221,0.983,1.26,53,236,42,0
1558,6,7,42,1.167,0.31,0.786,1.86,13,33,7,0
1559,4,12,48,3.0,0.146,1.0,1.0,7,48,7,0
1560,7,41,287,5.857,0.213,0.861,1.33,61,247,46,0
1561,6,40,240,6.667,0.313,0.996,1.27,75,239,59,0
1562,1,12,12,12.0,0.583,1.0,1.75,7,12,4,0
1563,6,11,66,1.833,0.333,0.803,1.69,22,53,13,0
1564,4,12,48,3.0,0.292,1.0,1.4,14,48,10,0
1565,6,41,246,6.833,0.224,0.85,1.2,55,209,46,0
1566,7,40,280,5.714,0.229,0.686,1.28,64,192,50,0
1567,9,23,207,2.556,0.213,0.507,1.57,44,105,28,0
1568,9,23,207,2.556,0.246,0.57,1.82,51,118,28,0
1569,8,17,136,2.125,0.265,0.566,1.71,36,77,21,0
1570,7,37,259,5.286,0.301,0.691,1.81,78,179,43,0
1571,7,54,378,7.714,0.267,0.619,1.42,101,234,71,0
1572,5,32,160,6.4,0.431,0.988,1.47,69,158,47,0
1573,5,13,65,2.6,0.415,0.938,1.69,27,61,16,0
1574,6,17,102,2.833,0.255,0.745,1.18,26,76,22,0
1575,6,13,78,2.167,0.308,0.872,1.6,24,68,15,0
1576,6,14,84,2.333,0.274,0.893,1.64,23,75,14,0
1577,6,14,84,2.333,0.274,0.929,1.28,23,78,18,0
1578,6,17,102,2.833,0.382,0.951,1.63,39,97,24,0
1579,5,13,65,2.6,0.262,0.692,1.42,17,45,12,0
1580,5,13,65,2.6,0.246,0.831,1.33,16,54,12,0
1581,4,14,56,3.5,0.268,0.732,1.67,15,41,9,0
1582,6,24,144,4.0,0.257,0.771,1.42,37,111,26,0
1583,6,13,78,2.167,0.282,0.936,1.57,22,73,14,0
1584,7,41,287,5.857,0.185,0.638,1.51,53,183,35,0
1585,7,41,287,5.857,0.226,0.784,1.48,65,225,44,0
1586,1,27,27,27.0,0.407,1.0,1.83,11,27,6,1
1587,1,41,41,41.0,0.78,1.0,4.57,32,41,7,1
1588,10,12,120,1.2,0.225,0.558,2.7,27,67,10,0
1589,9,21,189,2.333,0.175,0.513,1.65,33,97,20,0
1590,9,15,135,1.667,0.178,0.556,1.6,24,75,15,0
1591,9,17,153,1.889,0.183,0.529,1.75,28,81,16,0
1592,10,19,190,1.9,0.142,0.326,3.0,27,62,9,0
1593,10,12,120,1.2,0.142,0.317,2.83,17,38,6,0
1594,8,16,128,2.0,0.242,0.602,1.94,31,77,16,0
1595,7,16,112,2.286,0.25,0.527,2.0,28,59,14,0
1596,1,22,22,22.0,0.5,1.0,1.83,11,22,6,1
1597,3,9,27,3.0,0.296,1.0,1.33,8,27,6,0
1598,10,58,580,5.8,0.081,0.224,1.62,47,130,29,0
1599,7,182,1274,26.0,0.203,0.62,1.27,259,790,204,0
1600,9,73,657,8.111,0.174,0.434,1.44,114,285,79,0
1601,9,107,963,11.889,0.204,0.683,1.42,196,658,138,0
1602,9,18,162,2.0,0.278,0.716,1.67,45,116,27,0
1603,7,125,875,17.857,0.27,0.858,1.4,236,751,168,0
1604,10,53,530,5.3,0.215,0.781,1.44,114,414,79,0
1605,8,43,344,5.375,0.212,0.721,1.4,73,248,52,0
1606,7,8,56,1.143,0.375,0.964,1.62,21,54,13,0
1607,8,30,240,3.75,0.233,0.833,1.24,56,200,45,0
1608,6,59,354,9.833,0.268,0.692,1.27,95,245,75,0
1609,6,7,42,1.167,0.262,0.786,1.83,11,33,6,0
1610,5,17,85,3.4,0.4,0.965,1.31,34,82,26,0
1611,5,3,15,0.6,0.6,1.0,4.5,9,15,2,0
1612,7,6,42,0.857,0.476,0.881,1.82,20,37,11,0
1613,7,33,231,4.714,0.342,0.74,1.49,79,171,53,0
1614,7,19,133,2.714,0.406,1.0,1.69,54,133,32,0
1615,7,17,119,2.429,0.395,0.782,1.81,47,93,26,0
1616,7,16,112,2.286,0.304,0.696,1.36,34,78,25,0
1617,9,19,171,2.111,0.269,0.643,1.35,46,110,34,0
1618,7,18,126,2.571,0.27,0.714,1.36,34,90,25,0
1619,6,6,36,1.0,0.361,0.778,1.63,13,28,8,0
1620,5,11,55,2.2,0.345,0.873,1.46,19,48,13,0
1621,5,16,80,3.2,0.425,1.0,1.36,34,80,25,0
1622,5,8,40,1.6,0.6,0.975,2.18,24,39,11,0
1623,7,29,203,4.143,0.286,0.67,1.71,58,136,34,0
1624,9,21,189,2.333,0.243,0.757,1.31,46,143,35,0
1625,9,46,414,5.111,0.242,0.737,1.47,100,305,68,0
1626,9,8,72,0.889,0.264,1.0,1.27,19,72,15,0
1627,9,55,495,6.111,0.251,0.808,1.43,124,400,87,0
1628,8,23,184,2.875,0.277,0.832,1.7,51,153,30,0
1629,7,49,343,7.0,0.318,0.735,1.54,109,252,71,0
1630,5,17,85,3.4,0.412,0.941,1.75,35,80,20,0
1631,5,3,15,0.6,0.6,0.867,4.5,9,13,2,0
1632,8,26,208,3.25,0.25,0.808,1.37,52,168,38,0
1633,8,27,216,3.375,0.208,0.852,1.45,45,184,31,0
1634,7,14,98,2.0,0.327,1.0,1.6,32,98,20,0
1635,7,18,126,2.571,0.206,0.651,2.17,26,82,12,0
1636,7,9,63,1.286,0.349,0.905,2.2,22,57,10,0
1637,7,4,28,0.571,0.286,0.964,8.0,8,27,1,0
1638,7,14,98,2.0,0.296,0.898,1.61,29,88,18,0
1639,7,19,133,2.714,0.331,0.767,1.42,44,102,31,0
1640,8,27,216,3.375,0.269,0.764,1.29,58,165,45,0
1641,7,4,28,0.571,0.321,1.0,3.0,9,28,3,0
1642,7,38,266,5.429,0.301,0.85,1.45,80,226,55,0
1643,7,33,231,4.714,0.299,0.848,1.44,69,196,48,0
1644,7,9,63,1.286,0.365,0.857,1.77,23,54,13,0
1645,7,6,42,0.857,0.452,1.0,1.9,19,42,10,0
1646,7,30,210,4.286,0.352,0.79,1.54,74,166,48,0
1647,7,8,56,1.143,0.286,0.732,1.78,16,41,9,0
1648,9,46,414,5.111,0.242,0.575,1.43,100,238,70,0
1649,9,220,1980,24.444,0.23,0.758,1.44,456,1501,316,0
1650,8,38,304,4.75,0.25,0.73,1.38,76,222,55,0
1651,9,251,2259,27.889,0.187,0.672,1.33,423,1517,317,0
1652,10,151,1510,15.1,0.193,0.77,1.48,291,1162,197,0
1653,7,29,203,4.143,0.305,0.837,1.48,62,170,42,0
1654,7,13,91,1.857,0.264,0.648,1.41,24,59,17,0
1655,7,54,378,7.714,0.254,0.608,1.39,96,230,69,0
1656,7,7,49,1.0,0.408,0.857,2.22,20,42,9,0
1657,7,11,77,1.571,0.312,0.844,1.5,24,65,16,0
1658,9,49,441,5.444,0.265,0.744,1.6,117,328,73,0
1659,7,27,189,3.857,0.28,0.947,1.33,53,179,40,0
1660,7,21,147,3.0,0.354,0.939,1.63,52,138,32,0
1661,7,19,133,2.714,0.346,1.0,1.44,46,133,32,0
1662,8,41,328,5.125,0.232,0.527,1.55,76,173,49,0
1663,8,63,504,7.875,0.256,0.694,1.52,129,350,85,0
1664,8,47,376,5.875,0.221,0.702,1.26,83,264,66,0
1665,9,56,504,6.222,0.21,0.603,1.26,106,304,84,0
1666,9,22,198,2.444,0.192,0.697,1.31,38,138,29,0
1667,9,5,45,0.556,0.244,0.867,2.2,11,39,5,0
1668,6,22,132,3.667,0.326,1.0,1.3,43,132,33,0
1669,7,16,112,2.286,0.259,0.705,1.38,29,79,21,0
1670,8,81,648,10.125,0.221,0.591,1.29,143,383,111,0
1671,5,15,75,3.0,0.36,0.933,1.35,27,70,20,0
1672,5,5,25,1.0,0.44,1.0,1.57,11,25,7,0
1673,9,135,1215,15.0,0.249,0.626,1.56,302,761,193,0
1674,7,21,147,3.0,0.34,0.85,1.35,50,125,37,0
1675,7,87,609,12.429,0.232,0.589,1.27,141,359,111,0
1676,7,8,56,1.143,0.375,1.0,1.62,21,56,13,0
1677,7,35,245,5.0,0.31,1.0,1.55,76,245,49,0
1678,7,14,98,2.0,0.388,0.847,1.65,38,83,23,0
1679,7,11,77,1.571,0.364,0.922,1.75,28,71,16,0
1680,7,13,91,1.857,0.297,0.835,1.69,27,76,16,0
1681,7,9,63,1.286,0.317,0.81,1.54,20,51,13,0
1682,7,41,287,5.857,0.345,0.777,1.55,99,223,64,0
1683,7,46,322,6.571,0.354,1.0,1.46,114,322,78,0
1684,7,20,140,2.857,0.35,0.757,1.58,49,106,31,0
1685,5,14,70,2.8,0.414,0.943,1.38,29,66,21,0
1686,10,262,2620,26.2,0.179,0.606,1.36,469,1587,344,0
1687,10,49,490,4.9,0.196,0.751,1.26,96,368,76,0
1688,7,21,147,3.0,0.327,0.728,1.41,48,107,34,0
1689,9,49,441,5.444,0.231,0.685,1.46,102,302,70,0
1690,7,23,161,3.286,0.248,0.944,1.21,40,152,33,0
1691,7,5,35,0.714,0.257,0.571,2.25,9,20,4,0
1692,9,37,333,4.111,0.213,0.706,1.54,71,235,46,0
1693,6,17,102,2.833,0.275,0.824,1.33,28,84,21,0
1694,6,11,66,1.833,0.303,0.712,1.54,20,47,13,0
1695,6,6,36,1.0,0.417,0.944,1.5,15,34,10,0
1696,9,214,1926,23.778,0.23,0.748,1.44,443,1440,307,0
1697,7,43,301,6.143,0.246,0.947,1.32,74,285,56,0
1698,9,56,504,6.222,0.196,0.617,1.24,99,311,80,0
1699,7,11,77,1.571,0.312,0.987,1.2,24,76,20,0
